date,open,high,low,close
2024-11-17,0.00020866,0.00037546,0.00015942,0.00034485
2024-11-21,0.00034304,0.00044322,0.00022582,0.00026042
2024-11-25,0.00025797,0.00036908,0.00014926,0.00023187
2024-11-29,0.00023031,0.00023031,0.00013948,0.00014533
2024-12-03,0.00014442,0.0001699,0.00010441,0.00011718
2024-12-07,0.00011718,0.00015727,0.0001159,0.00013199
2024-12-11,0.00013189,0.00014577,0.00010965,0.00011696
2024-12-15,0.00011689,0.00014441,0.00011365,0.0001188
2024-12-19,0.00011934,0.00016695,0.00011716,0.00013912
2024-12-23,0.00013977,0.00019727,0.00010741,0.00016502
2024-12-27,0.00016565,0.00017532,0.00015356,0.00016207
2024-12-31,0.00016298,0.00016727,0.00013775,0.00014355
2025-01-04,0.00014448,0.00016964,0.00013811,0.00016749
2025-01-08,0.00016746,0.00016746,0.00011751,0.00012367
2025-01-12,0.00012344,0.00012454,9.686e-05,9.975e-05
2025-01-16,9.976e-05,0.0001348,9.669e-05,0.0001348
2025-01-20,0.00013497,0.00014469,9.67e-05,9.861e-05
2025-01-24,0.00010011,0.00011234,8.037e-05,8.584e-05
2025-01-28,8.586e-05,9.047e-05,7.531e-05,7.929e-05
2025-02-01,7.983e-05,8.201e-05,7.036e-05,7.156e-05
2025-02-05,7.131e-05,7.267e-05,4.575e-05,4.644e-05
2025-02-09,4.658e-05,4.705e-05,4.137e-05,4.555e-05
2025-02-13,4.556e-05,6.356e-05,4.555e-05,6.104e-05
2025-02-17,6.103e-05,6.666e-05,5.614e-05,5.619e-05
2025-02-21,5.662e-05,6.085e-05,5.077e-05,5.765e-05
2025-02-25,6.156e-05,6.438e-05,5.054e-05,5.096e-05
2025-03-01,5.111e-05,5.154e-05,4.016e-05,4.965e-05
2025-03-05,4.964e-05,5.925e-05,4.49e-05,5.014e-05
2025-03-09,5.007e-05,5.299e-05,4.684e-05,4.734e-05
2025-03-13,4.759e-05,4.815e-05,3.905e-05,4.69e-05
2025-03-17,4.693e-05,4.889e-05,4.4e-05,4.432e-05
2025-03-21,4.453e-05,4.802e-05,4.448e-05,4.63e-05
2025-03-25,4.66e-05,4.813e-05,4.588e-05,4.773e-05
2025-03-29,4.51e-05,4.865e-05,4.221e-05,4.274e-05
2025-04-02,3.761e-05,3.844e-05,3.637e-05,3.801e-05
2025-04-06,3.782e-05,4.031e-05,3.431e-05,3.583e-05
2025-04-10,3.579e-05,3.617e-05,2.778e-05,3.593e-05
2025-04-14,3.577e-05,3.765e-05,3.251e-05,3.743e-05
2025-04-18,3.927e-05,3.987e-05,3.627e-05,3.906e-05
2025-04-22,4.137e-05,4.553e-05,4.022e-05,4.363e-05
2025-04-26,4.368e-05,5.068e-05,4.329e-05,4.893e-05
2025-04-30,4.894e-05,5.039e-05,4.626e-05,4.67e-05
2025-05-04,4.681e-05,4.836e-05,4.48e-05,4.735e-05
2025-05-08,4.714e-05,4.739e-05,4.285e-05,4.362e-05
2025-05-12,4.361e-05,5.208e-05,4.361e-05,5.078e-05
2025-05-16,5.188e-05,5.592e-05,4.984e-05,5.307e-05
