date,open,high,low,close,asset
2024-11-05,0.00688022,0.0085388,0.00478162,0.00631666,strump/usd/ohlcv
2024-11-09,0.0062801,0.00728034,0.002052,0.00297894,strump/usd/ohlcv
2024-11-13,0.00298659,0.00484004,0.00199335,0.00361704,strump/usd/ohlcv
2024-11-17,0.00361492,0.00367444,0.00251888,0.00258774,strump/usd/ohlcv
2024-11-21,0.00259236,0.00269312,0.00198889,0.00216349,strump/usd/ohlcv
2024-11-25,0.00218113,0.00277494,0.00214414,0.0023526,strump/usd/ohlcv
2024-11-29,0.00235605,0.00239882,0.00214457,0.00214457,strump/usd/ohlcv
2024-12-03,0.00214415,0.00223997,0.00186543,0.00187357,strump/usd/ohlcv
2024-12-07,0.00187198,0.00213562,0.00173411,0.00211367,strump/usd/ohlcv
2024-12-11,0.00211413,0.00343417,0.00209059,0.00260795,strump/usd/ohlcv
2024-12-15,0.00260759,0.00270384,0.0021159,0.0021961,strump/usd/ohlcv
2024-12-19,0.00219625,0.00249842,0.0019883,0.00212986,strump/usd/ohlcv
2024-12-23,0.00212395,0.00226304,0.00169742,0.00181228,strump/usd/ohlcv
2024-12-27,0.00181482,0.00187523,0.00175896,0.00179574,strump/usd/ohlcv
2024-12-31,0.00179857,0.00196751,0.00177304,0.00191327,strump/usd/ohlcv
2025-01-04,0.00190998,0.00197244,0.00126213,0.00145177,strump/usd/ohlcv
2025-01-08,0.00145244,0.00484845,0.0014449,0.00359154,strump/usd/ohlcv
2025-01-12,0.00357697,0.00401462,0.00266596,0.00316563,strump/usd/ohlcv
2025-01-16,0.00315312,0.00361267,0.00287334,0.00346555,strump/usd/ohlcv
2025-01-20,0.00347433,0.00430996,0.00217827,0.00301099,strump/usd/ohlcv
2025-01-24,0.00295625,0.00296402,0.00102103,0.00161348,strump/usd/ohlcv
2025-01-28,0.00161341,0.00163288,0.00102372,0.00109348,strump/usd/ohlcv
2025-02-01,0.00109164,0.00110595,0.00072786,0.00094735,strump/usd/ohlcv
2025-02-05,0.00094733,0.00094733,0.00064534,0.00066288,strump/usd/ohlcv
2025-02-09,0.00066347,0.00069405,0.0005971,0.00061155,strump/usd/ohlcv
2025-02-13,0.00061164,0.0006348,0.00056279,0.00060205,strump/usd/ohlcv
2025-02-17,0.00059798,0.00063039,0.00057007,0.0006141,strump/usd/ohlcv
2025-02-21,0.00061214,0.00063777,0.00043677,0.00046538,strump/usd/ohlcv
2025-02-25,0.00046418,0.00050626,0.00037776,0.00037776,strump/usd/ohlcv
2025-03-01,0.00037938,0.00038637,0.0003011,0.00031619,strump/usd/ohlcv
2025-03-05,0.00031669,0.00047799,0.000315,0.00040902,strump/usd/ohlcv
2025-03-09,0.00040414,0.0004045,0.00025879,0.00029055,strump/usd/ohlcv
2025-03-13,0.00029073,0.00030179,0.00024532,0.00025641,strump/usd/ohlcv
2025-03-17,0.00025603,0.0002837,0.00025172,0.00026425,strump/usd/ohlcv
2025-03-21,0.00026515,0.00031796,0.0002613,0.00026807,strump/usd/ohlcv
2025-03-25,0.00026648,0.00030605,0.00025719,0.00029257,strump/usd/ohlcv
2025-03-29,0.00028778,0.00029686,0.00025759,0.00026562,strump/usd/ohlcv
2025-04-02,0.00026531,0.00026915,0.00024674,0.00026906,strump/usd/ohlcv
2025-04-06,0.00026652,0.00026942,0.00021354,0.00021734,strump/usd/ohlcv
2025-04-10,0.00021721,0.00022559,0.00017345,0.00020326,strump/usd/ohlcv
2025-04-14,0.00020343,0.00021826,0.00018099,0.00020488,strump/usd/ohlcv
2025-04-18,0.00020462,0.00021606,0.00016037,0.0001888,strump/usd/ohlcv
2025-04-22,0.00018894,0.00019733,0.00016192,0.00018232,strump/usd/ohlcv
2025-04-26,0.00018501,0.00027278,0.00018236,0.00023862,strump/usd/ohlcv
2025-04-30,0.00023875,0.00026209,0.00022069,0.0002235,strump/usd/ohlcv
2025-05-04,0.00022564,0.00027075,0.00020356,0.00026597,strump/usd/ohlcv
2025-05-08,0.00026597,0.00026798,0.00020758,0.00024587,strump/usd/ohlcv
2025-05-12,0.00024728,0.00039309,0.00024469,0.00036949,strump/usd/ohlcv
2025-05-16,0.00036944,0.00038922,0.00031048,0.00032304,strump/usd/ohlcv
2024-05-17,7.52,7.94,7.41,7.79,uni/usd/ohlcv
2024-05-21,7.79,9.4,7.47,9.32,uni/usd/ohlcv
2024-05-25,9.33,9.91,8.66,9.85,uni/usd/ohlcv
2024-05-29,9.87,12.27,9.8,11.41,uni/usd/ohlcv
2024-06-02,11.41,11.63,10.09,10.24,uni/usd/ohlcv
2024-06-06,10.25,12.31,9.19,11.49,uni/usd/ohlcv
2024-06-10,11.48,11.53,9.84,9.92,uni/usd/ohlcv
2024-06-14,9.91,10.43,8.88,9.79,uni/usd/ohlcv
2024-06-18,9.79,12.16,9.75,10.9,uni/usd/ohlcv
2024-06-22,10.91,10.92,9.4,10.14,uni/usd/ohlcv
2024-06-26,10.14,10.3,9.22,9.44,uni/usd/ohlcv
2024-06-30,9.44,9.65,9.23,9.38,uni/usd/ohlcv
2024-07-04,9.37,9.44,8.52,8.53,uni/usd/ohlcv
2024-07-08,8.52,8.62,7.44,7.72,uni/usd/ohlcv
2024-07-12,7.71,8.49,7.51,8.08,uni/usd/ohlcv
2024-07-16,8.07,9.52,8.01,8.67,uni/usd/ohlcv
2024-07-20,8.67,8.85,7.76,7.96,uni/usd/ohlcv
2024-07-24,7.97,8.42,7.61,8.0,uni/usd/ohlcv
2024-07-28,8.0,8.13,7.38,7.65,uni/usd/ohlcv
2024-08-01,7.67,8.33,7.31,7.34,uni/usd/ohlcv
2024-08-05,7.33,7.4,6.18,6.38,uni/usd/ohlcv
2024-08-09,6.37,6.37,4.94,6.22,uni/usd/ohlcv
2024-08-13,6.19,6.56,5.97,6.22,uni/usd/ohlcv
2024-08-17,6.22,6.61,6.14,6.31,uni/usd/ohlcv
2024-08-21,6.3,6.72,6.23,6.37,uni/usd/ohlcv
2024-08-25,6.4,7.48,6.22,7.03,uni/usd/ohlcv
2024-08-29,7.02,7.04,5.44,5.97,uni/usd/ohlcv
2024-09-02,5.97,6.19,5.63,5.78,uni/usd/ohlcv
2024-09-06,5.8,6.54,5.66,6.23,uni/usd/ohlcv
2024-09-10,6.23,6.8,6.06,6.71,uni/usd/ohlcv
2024-09-14,6.68,7.18,6.63,6.85,uni/usd/ohlcv
2024-09-18,6.82,7.29,6.3,6.89,uni/usd/ohlcv
2024-09-22,6.89,7.41,6.4,7.04,uni/usd/ohlcv
2024-09-26,7.08,7.7,5.92,6.85,uni/usd/ohlcv
2024-09-30,6.85,7.7,6.85,7.39,uni/usd/ohlcv
2024-10-04,7.39,7.69,6.62,6.71,uni/usd/ohlcv
2024-10-08,6.71,7.39,6.71,7.29,uni/usd/ohlcv
2024-10-12,7.29,9.26,7.11,7.78,uni/usd/ohlcv
2024-10-16,7.79,8.45,7.44,7.75,uni/usd/ohlcv
2024-10-20,7.74,7.79,7.47,7.58,uni/usd/ohlcv
2024-10-24,7.58,8.47,7.39,7.73,uni/usd/ohlcv
2024-10-28,7.73,8.33,7.37,7.63,uni/usd/ohlcv
2024-11-01,7.65,8.26,7.6,7.84,uni/usd/ohlcv
2024-11-05,7.85,7.87,6.8,7.27,uni/usd/ohlcv
2024-11-09,7.27,9.41,6.97,8.78,uni/usd/ohlcv
2024-11-13,8.78,10.24,8.46,9.01,uni/usd/ohlcv
2024-11-17,9.03,9.4,8.18,9.35,uni/usd/ohlcv
2024-11-21,9.35,10.01,8.36,8.72,uni/usd/ohlcv
2024-11-25,8.72,12.45,8.7,10.86,uni/usd/ohlcv
2024-11-29,10.86,14.21,10.44,12.84,uni/usd/ohlcv
2024-12-03,12.55,14.81,12.25,14.52,uni/usd/ohlcv
2024-12-07,14.52,18.99,13.62,18.45,uni/usd/ohlcv
2024-12-11,18.45,19.62,14.81,15.52,uni/usd/ohlcv
2024-12-15,15.55,19.39,15.18,16.5,uni/usd/ohlcv
2024-12-19,16.52,17.3,14.16,14.4,uni/usd/ohlcv
2024-12-23,14.42,19.85,11.97,14.31,uni/usd/ohlcv
2024-12-27,14.31,15.13,12.98,13.78,uni/usd/ohlcv
2024-12-31,13.77,14.37,12.86,13.48,uni/usd/ohlcv
2025-01-04,13.48,15.32,13.2,15.16,uni/usd/ohlcv
2025-01-08,15.15,16.79,14.41,14.45,uni/usd/ohlcv
2025-01-12,14.44,14.45,12.9,14.13,uni/usd/ohlcv
2025-01-16,14.14,16.02,12.56,14.37,uni/usd/ohlcv
2025-01-20,14.37,14.79,12.65,13.57,uni/usd/ohlcv
2025-01-24,13.52,14.53,12.3,12.83,uni/usd/ohlcv
2025-01-28,12.82,13.67,10.22,10.81,uni/usd/ohlcv
2025-02-01,10.83,12.85,10.8,12.08,uni/usd/ohlcv
2025-02-05,12.08,13.28,7.5,9.42,uni/usd/ohlcv
2025-02-09,9.51,9.8,8.74,9.03,uni/usd/ohlcv
2025-02-13,9.04,10.37,9.03,9.89,uni/usd/ohlcv
2025-02-17,9.89,10.45,9.39,9.4,uni/usd/ohlcv
2025-02-21,9.39,10.56,9.0,9.51,uni/usd/ohlcv
2025-02-25,9.51,9.62,8.29,8.44,uni/usd/ohlcv
2025-03-01,8.45,8.69,7.11,7.48,uni/usd/ohlcv
2025-03-05,7.47,8.28,6.63,7.08,uni/usd/ohlcv
2025-03-09,7.08,7.64,6.92,7.16,uni/usd/ohlcv
2025-03-13,7.16,7.17,5.42,5.86,uni/usd/ohlcv
2025-03-17,5.87,6.27,5.77,6.1,uni/usd/ohlcv
2025-03-21,6.1,7.06,6.1,6.83,uni/usd/ohlcv
2025-03-25,6.85,7.09,6.59,6.97,uni/usd/ohlcv
2025-03-29,6.97,7.12,6.37,6.38,uni/usd/ohlcv
2025-04-02,6.38,6.38,5.9,6.29,uni/usd/ohlcv
2025-04-06,6.29,6.33,5.7,5.81,uni/usd/ohlcv
2025-04-10,5.84,5.86,4.66,5.41,uni/usd/ohlcv
2025-04-14,5.41,5.52,4.88,5.36,uni/usd/ohlcv
2025-04-18,5.36,7.27,5.01,5.16,uni/usd/ohlcv
2025-04-22,5.16,5.42,5.16,5.28,uni/usd/ohlcv
2025-04-26,5.28,6.85,4.95,5.95,uni/usd/ohlcv
2025-04-30,5.95,6.0,4.86,5.23,uni/usd/ohlcv
2025-05-04,5.23,5.47,5.2,5.28,uni/usd/ohlcv
2025-05-08,5.28,5.28,4.84,4.87,uni/usd/ohlcv
2025-05-12,4.87,7.45,4.87,6.92,uni/usd/ohlcv
2025-05-16,6.92,7.29,6.16,6.53,uni/usd/ohlcv
2024-05-17,0.134124,0.148787,0.125339,0.139869,fog/usd/ohlcv
2024-05-21,0.137468,0.147712,0.107782,0.145901,fog/usd/ohlcv
2024-05-25,0.145911,0.150425,0.084976,0.112342,fog/usd/ohlcv
2024-05-29,0.112306,0.282629,0.086068,0.113813,fog/usd/ohlcv
2024-06-02,0.11383,0.176937,0.11349,0.176832,fog/usd/ohlcv
2024-06-06,0.176843,0.177064,0.118007,0.120677,fog/usd/ohlcv
2024-06-10,0.120437,0.161076,0.107281,0.111001,fog/usd/ohlcv
2024-06-14,0.111934,0.11388,0.090936,0.091709,fog/usd/ohlcv
2024-06-18,0.091485,0.115786,0.089077,0.113488,fog/usd/ohlcv
2024-06-22,0.113932,0.136731,0.112835,0.128031,fog/usd/ohlcv
2024-06-26,0.12826,0.147218,0.119439,0.134464,fog/usd/ohlcv
2024-06-30,0.134574,0.146677,0.131727,0.139977,fog/usd/ohlcv
2024-07-04,0.138956,0.143159,0.115985,0.116223,fog/usd/ohlcv
2024-07-08,0.116242,0.138797,0.11603,0.138232,fog/usd/ohlcv
2024-07-12,0.138597,0.140029,0.127862,0.134858,fog/usd/ohlcv
2024-07-16,0.136224,0.138697,0.130227,0.130801,fog/usd/ohlcv
2024-07-20,0.130772,0.174616,0.130303,0.159391,fog/usd/ohlcv
2024-07-24,0.16061,0.161884,0.145312,0.147179,fog/usd/ohlcv
2024-07-28,0.148694,0.149579,0.136018,0.136834,fog/usd/ohlcv
2024-08-01,0.136976,0.13726,0.108393,0.109495,fog/usd/ohlcv
2024-08-05,0.109128,0.113239,0.074767,0.097321,fog/usd/ohlcv
2024-08-09,0.097385,0.105062,0.093867,0.103717,fog/usd/ohlcv
2024-08-13,0.103952,0.106103,0.082762,0.086518,fog/usd/ohlcv
2024-08-17,0.08656,0.087479,0.064174,0.064558,fog/usd/ohlcv
2024-08-21,0.064707,0.072736,0.052009,0.052283,fog/usd/ohlcv
2024-08-25,0.052188,0.067627,0.051952,0.05633,fog/usd/ohlcv
2024-08-29,0.05627,0.0929,0.056007,0.081581,fog/usd/ohlcv
2024-09-02,0.087998,0.114715,0.05981,0.107605,fog/usd/ohlcv
2024-09-06,0.104194,0.118727,0.068434,0.089716,fog/usd/ohlcv
2024-09-10,0.090988,0.114652,0.074239,0.10572,fog/usd/ohlcv
2024-09-14,0.101298,0.157512,0.058834,0.060999,fog/usd/ohlcv
2024-09-18,0.060816,0.063304,0.04893843,0.050151,fog/usd/ohlcv
2024-09-22,0.050992,0.051636,0.03740057,0.03742876,fog/usd/ohlcv
2024-09-26,0.03756807,0.03910316,0.03568134,0.03661984,fog/usd/ohlcv
2024-09-30,0.03654612,0.067419,0.03598729,0.04664157,fog/usd/ohlcv
2024-10-04,0.04660313,0.052031,0.04484947,0.052031,fog/usd/ohlcv
2024-10-08,0.051815,0.089001,0.051815,0.08833,fog/usd/ohlcv
2024-10-12,0.088282,0.092035,0.086296,0.090257,fog/usd/ohlcv
2024-10-16,0.090677,0.19378,0.089167,0.181602,fog/usd/ohlcv
2024-10-20,0.181641,0.198755,0.170382,0.197333,fog/usd/ohlcv
2024-10-24,0.197349,0.289702,0.195064,0.281126,fog/usd/ohlcv
2024-10-28,0.280917,0.332344,0.277731,0.32903,fog/usd/ohlcv
2024-11-01,0.32885,0.382662,0.326941,0.379909,fog/usd/ohlcv
2024-11-05,0.378894,0.48491,0.378211,0.469264,fog/usd/ohlcv
2024-11-09,0.46919,0.499305,0.248621,0.437832,fog/usd/ohlcv
2024-11-13,0.420551,0.451277,0.182526,0.204284,fog/usd/ohlcv
2024-11-17,0.207687,0.208586,0.051481,0.140927,fog/usd/ohlcv
2024-11-21,0.141011,0.213999,0.141011,0.201578,fog/usd/ohlcv
2024-11-25,0.200738,0.216836,0.109796,0.131842,fog/usd/ohlcv
2024-11-29,0.131869,0.194204,0.131403,0.185885,fog/usd/ohlcv
2024-12-03,0.18608,0.193805,0.125692,0.134435,fog/usd/ohlcv
2024-12-07,0.135163,0.180598,0.134384,0.157883,fog/usd/ohlcv
2024-12-11,0.157587,0.173992,0.086686,0.110767,fog/usd/ohlcv
2024-12-15,0.110422,0.120677,0.108162,0.113094,fog/usd/ohlcv
2024-12-19,0.113257,0.114448,0.076516,0.077025,fog/usd/ohlcv
2024-12-23,0.077175,0.111019,0.076995,0.105274,fog/usd/ohlcv
2024-12-27,0.105365,0.121234,0.104852,0.114965,fog/usd/ohlcv
2024-12-31,0.114913,0.115206,0.103008,0.11016,fog/usd/ohlcv
2025-01-04,0.109938,0.111117,0.06948,0.069975,fog/usd/ohlcv
2025-01-08,0.07045,0.07664,0.069299,0.075568,fog/usd/ohlcv
2025-01-12,0.075044,0.075728,0.065879,0.070352,fog/usd/ohlcv
2025-01-16,0.070363,0.070875,0.063321,0.067109,fog/usd/ohlcv
2025-01-20,0.067068,0.067622,0.052339,0.053306,fog/usd/ohlcv
2025-01-24,0.053385,0.053877,0.04388725,0.053568,fog/usd/ohlcv
2025-01-28,0.053764,0.069126,0.053123,0.064038,fog/usd/ohlcv
2025-02-01,0.064049,0.074385,0.063172,0.073475,fog/usd/ohlcv
2025-02-05,0.073066,0.083874,0.061439,0.073561,fog/usd/ohlcv
2025-02-09,0.07351,0.073654,0.05126,0.051741,fog/usd/ohlcv
2025-02-13,0.051758,0.058661,0.050138,0.054235,fog/usd/ohlcv
2025-02-17,0.054679,0.058754,0.051354,0.054937,fog/usd/ohlcv
2025-02-21,0.054797,0.059544,0.0506,0.051477,fog/usd/ohlcv
2025-02-25,0.051474,0.052846,0.04756222,0.04778592,fog/usd/ohlcv
2025-03-01,0.04784824,0.04871185,0.04612887,0.04700681,fog/usd/ohlcv
2025-03-05,0.0470075,0.122087,0.0462386,0.120012,fog/usd/ohlcv
2025-03-09,0.120015,0.191756,0.113583,0.191235,fog/usd/ohlcv
2025-03-13,0.191244,0.253426,0.19112,0.241004,fog/usd/ohlcv
2025-03-17,0.241544,0.242116,0.125055,0.18711,fog/usd/ohlcv
2025-03-21,0.18706,0.19593,0.107303,0.155783,fog/usd/ohlcv
2025-03-25,0.155754,0.199346,0.10106,0.180858,fog/usd/ohlcv
2025-03-29,0.180885,0.194026,0.151535,0.152808,fog/usd/ohlcv
2025-04-02,0.152842,0.169159,0.138857,0.150595,fog/usd/ohlcv
2025-04-06,0.150631,0.178211,0.120102,0.154546,fog/usd/ohlcv
2025-04-10,0.154471,0.166558,0.122789,0.142628,fog/usd/ohlcv
2025-04-14,0.145162,0.162076,0.132705,0.141655,fog/usd/ohlcv
2025-04-18,0.141603,0.144749,0.120023,0.13105,fog/usd/ohlcv
2025-04-22,0.13112,0.131131,0.055252,0.070149,fog/usd/ohlcv
2025-04-26,0.070149,0.100592,0.06993,0.091732,fog/usd/ohlcv
2025-04-30,0.091879,0.126251,0.087554,0.091089,fog/usd/ohlcv
2025-05-04,0.09109,0.101245,0.07026,0.079002,fog/usd/ohlcv
2025-05-08,0.079002,0.093703,0.072471,0.077525,fog/usd/ohlcv
2025-05-12,0.080309,0.088305,0.072142,0.08711,fog/usd/ohlcv
2025-05-16,0.087111,0.111996,0.086507,0.110196,fog/usd/ohlcv
2024-05-17,186.47,194.67,186.47,188.58,msol/usd/ohlcv
2024-05-21,188.96,223.87,188.96,221.21,msol/usd/ohlcv
2024-05-25,221.68,223.76,193.92,199.22,msol/usd/ohlcv
2024-05-29,199.27,204.56,192.03,201.0,msol/usd/ohlcv
2024-06-02,200.86,205.77,194.98,198.35,msol/usd/ohlcv
2024-06-06,198.41,208.72,193.16,207.06,msol/usd/ohlcv
2024-06-10,206.77,207.7,187.63,193.48,msol/usd/ohlcv
2024-06-14,193.49,193.92,174.91,176.21,msol/usd/ohlcv
2024-06-18,176.14,180.54,167.79,171.66,msol/usd/ohlcv
2024-06-22,171.64,171.74,155.05,160.73,msol/usd/ohlcv
2024-06-26,160.79,166.61,148.16,163.6,msol/usd/ohlcv
2024-06-30,163.73,179.6,161.91,167.72,msol/usd/ohlcv
2024-07-04,167.76,185.02,164.6,168.87,msol/usd/ohlcv
2024-07-08,168.7,172.71,146.34,159.19,msol/usd/ohlcv
2024-07-12,158.77,174.41,153.81,163.58,msol/usd/ohlcv
2024-07-16,163.43,191.84,161.32,191.84,msol/usd/ohlcv
2024-07-20,191.79,205.67,184.12,203.2,msol/usd/ohlcv
2024-07-24,203.51,222.16,201.47,208.17,msol/usd/ohlcv
2024-07-28,208.08,226.53,200.71,222.66,msol/usd/ohlcv
2024-08-01,221.74,233.47,207.43,207.46,msol/usd/ohlcv
2024-08-05,207.28,208.06,159.58,165.73,msol/usd/ohlcv
2024-08-09,166.86,196.48,133.06,195.67,msol/usd/ohlcv
2024-08-13,196.55,196.68,170.9,177.31,msol/usd/ohlcv
2024-08-17,177.09,182.62,165.29,168.32,msol/usd/ohlcv
2024-08-21,168.36,179.85,166.67,172.52,msol/usd/ohlcv
2024-08-25,172.3,196.51,168.61,194.78,msol/usd/ohlcv
2024-08-29,194.93,196.19,170.85,174.63,msol/usd/ohlcv
2024-09-02,174.47,178.24,155.99,156.52,msol/usd/ohlcv
2024-09-06,156.25,166.39,150.24,157.07,msol/usd/ohlcv
2024-09-10,157.13,165.09,147.33,164.05,msol/usd/ohlcv
2024-09-14,164.06,170.23,156.09,169.11,msol/usd/ohlcv
2024-09-18,169.27,170.07,157.48,160.17,msol/usd/ohlcv
2024-09-22,160.25,184.57,155.04,182.52,msol/usd/ohlcv
2024-09-26,182.31,187.38,172.62,180.22,msol/usd/ohlcv
2024-09-30,180.49,196.98,179.0,193.25,msol/usd/ohlcv
2024-10-04,193.61,194.56,163.46,167.12,msol/usd/ohlcv
2024-10-08,167.13,185.35,166.37,176.79,msol/usd/ohlcv
2024-10-12,176.08,179.1,165.77,177.81,msol/usd/ohlcv
2024-10-16,177.91,193.79,177.13,189.7,msol/usd/ohlcv
2024-10-20,189.85,195.66,181.38,195.65,msol/usd/ohlcv
2024-10-24,195.77,213.37,193.3,210.57,msol/usd/ohlcv
2024-10-28,210.34,219.69,196.67,217.01,msol/usd/ohlcv
2024-11-01,216.89,224.83,206.04,207.14,msol/usd/ohlcv
2024-11-05,206.85,213.99,191.07,193.6,msol/usd/ohlcv
2024-11-09,193.71,252.55,193.22,246.32,msol/usd/ohlcv
2024-11-13,246.25,276.08,241.12,261.58,msol/usd/ohlcv
2024-11-17,261.12,274.74,248.85,266.05,msol/usd/ohlcv
2024-11-21,266.55,306.53,262.97,292.0,msol/usd/ohlcv
2024-11-25,291.44,325.39,285.29,313.31,msol/usd/ohlcv
2024-11-29,313.6,316.54,279.77,294.45,msol/usd/ohlcv
2024-12-03,294.42,305.54,275.08,279.58,msol/usd/ohlcv
2024-12-07,279.66,304.99,268.98,294.22,msol/usd/ohlcv
2024-12-11,294.03,302.0,254.66,265.5,msol/usd/ohlcv
2024-12-15,265.3,291.29,263.17,273.4,msol/usd/ohlcv
2024-12-19,273.57,284.72,255.51,255.81,msol/usd/ohlcv
2024-12-23,255.48,263.64,219.62,224.38,msol/usd/ohlcv
2024-12-27,224.22,251.26,220.3,234.9,msol/usd/ohlcv
2024-12-31,234.89,245.98,228.58,238.23,msol/usd/ohlcv
2025-01-04,238.34,274.25,234.94,272.26,msol/usd/ohlcv
2025-01-08,272.3,278.9,253.39,253.5,msol/usd/ohlcv
2025-01-12,252.99,253.79,229.2,235.42,msol/usd/ohlcv
2025-01-16,235.7,258.06,218.25,258.06,msol/usd/ohlcv
2025-01-20,258.33,363.77,249.75,294.01,msol/usd/ohlcv
2025-01-24,297.73,340.17,292.13,318.9,msol/usd/ohlcv
2025-01-28,319.62,339.2,279.46,296.35,msol/usd/ohlcv
2025-02-01,296.45,307.53,281.8,290.97,msol/usd/ohlcv
2025-02-05,291.93,295.07,228.66,260.9,msol/usd/ohlcv
2025-02-09,261.65,263.46,237.88,253.46,msol/usd/ohlcv
2025-02-13,252.24,263.6,240.44,248.22,msol/usd/ohlcv
2025-02-17,248.08,259.57,237.25,238.88,msol/usd/ohlcv
2025-02-21,238.61,240.2,203.89,223.33,msol/usd/ohlcv
2025-02-25,223.53,228.67,178.41,178.41,msol/usd/ohlcv
2025-03-01,179.61,188.09,160.5,188.07,msol/usd/ohlcv
2025-03-05,188.12,226.96,168.57,184.66,msol/usd/ohlcv
2025-03-09,184.11,194.23,172.86,174.21,msol/usd/ohlcv
2025-03-13,174.14,177.86,144.16,160.83,msol/usd/ohlcv
2025-03-17,161.16,173.89,154.48,161.0,msol/usd/ohlcv
2025-03-21,160.8,173.32,155.81,163.12,msol/usd/ohlcv
2025-03-25,162.9,185.46,159.6,179.69,msol/usd/ohlcv
2025-03-29,179.82,188.18,163.78,165.43,msol/usd/ohlcv
2025-04-02,165.37,166.72,157.33,162.37,msol/usd/ohlcv
2025-04-06,162.21,172.68,143.99,153.46,msol/usd/ohlcv
2025-04-10,154.11,154.95,123.59,152.4,msol/usd/ohlcv
2025-04-14,152.59,171.6,139.57,164.47,msol/usd/ohlcv
2025-04-18,164.97,174.42,159.16,172.84,msol/usd/ohlcv
2025-04-22,173.02,183.26,170.62,175.37,msol/usd/ohlcv
2025-04-26,175.73,200.91,174.03,194.19,msol/usd/ohlcv
2025-04-30,194.19,197.04,186.78,188.82,msol/usd/ohlcv
2025-05-04,188.62,198.14,182.04,189.26,msol/usd/ohlcv
2025-05-08,189.26,192.45,182.8,190.0,msol/usd/ohlcv
2025-05-12,189.97,232.03,189.91,223.32,msol/usd/ohlcv
2025-05-16,223.35,238.46,215.91,218.4,msol/usd/ohlcv
2024-05-17,1.69,1.82,1.66,1.68,ray/usd/ohlcv
2024-05-21,1.68,2.07,1.68,1.99,ray/usd/ohlcv
2024-05-25,1.99,2.0,1.74,1.8,ray/usd/ohlcv
2024-05-29,1.8,1.9,1.76,1.85,ray/usd/ohlcv
2024-06-02,1.85,1.89,1.71,1.71,ray/usd/ohlcv
2024-06-06,1.72,1.85,1.65,1.82,ray/usd/ohlcv
2024-06-10,1.82,1.88,1.59,1.67,ray/usd/ohlcv
2024-06-14,1.67,1.67,1.44,1.49,ray/usd/ohlcv
2024-06-18,1.49,1.77,1.48,1.57,ray/usd/ohlcv
2024-06-22,1.57,1.64,1.39,1.53,ray/usd/ohlcv
2024-06-26,1.53,1.56,1.37,1.53,ray/usd/ohlcv
2024-06-30,1.53,1.72,1.51,1.63,ray/usd/ohlcv
2024-07-04,1.63,1.99,1.6,1.7,ray/usd/ohlcv
2024-07-08,1.71,1.75,1.43,1.56,ray/usd/ohlcv
2024-07-12,1.55,1.93,1.49,1.8,ray/usd/ohlcv
2024-07-16,1.8,2.06,1.77,2.06,ray/usd/ohlcv
2024-07-20,2.05,2.25,1.9,2.24,ray/usd/ohlcv
2024-07-24,2.26,2.73,2.12,2.23,ray/usd/ohlcv
2024-07-28,2.23,2.5,2.12,2.39,ray/usd/ohlcv
2024-08-01,2.38,2.66,2.22,2.22,ray/usd/ohlcv
2024-08-05,2.22,2.27,1.53,1.63,ray/usd/ohlcv
2024-08-09,1.63,1.92,1.25,1.91,ray/usd/ohlcv
2024-08-13,1.91,1.96,1.73,1.83,ray/usd/ohlcv
2024-08-17,1.83,1.92,1.65,1.69,ray/usd/ohlcv
2024-08-21,1.69,1.76,1.66,1.68,ray/usd/ohlcv
2024-08-25,1.68,1.96,1.6,1.88,ray/usd/ohlcv
2024-08-29,1.88,1.9,1.53,1.57,ray/usd/ohlcv
2024-09-02,1.57,1.69,1.44,1.44,ray/usd/ohlcv
2024-09-06,1.44,1.56,1.4,1.46,ray/usd/ohlcv
2024-09-10,1.46,1.55,1.36,1.52,ray/usd/ohlcv
2024-09-14,1.52,1.56,1.42,1.55,ray/usd/ohlcv
2024-09-18,1.54,1.55,1.41,1.46,ray/usd/ohlcv
2024-09-22,1.46,1.66,1.41,1.62,ray/usd/ohlcv
2024-09-26,1.62,1.64,1.49,1.52,ray/usd/ohlcv
2024-09-30,1.52,1.92,1.51,1.92,ray/usd/ohlcv
2024-10-04,1.92,1.96,1.57,1.6,ray/usd/ohlcv
2024-10-08,1.6,1.88,1.6,1.78,ray/usd/ohlcv
2024-10-12,1.77,1.8,1.57,1.75,ray/usd/ohlcv
2024-10-16,1.75,2.15,1.75,2.15,ray/usd/ohlcv
2024-10-20,2.14,2.19,1.98,2.17,ray/usd/ohlcv
2024-10-24,2.17,2.69,2.17,2.63,ray/usd/ohlcv
2024-10-28,2.62,3.56,2.62,3.46,ray/usd/ohlcv
2024-11-01,3.47,3.55,2.97,3.23,ray/usd/ohlcv
2024-11-05,3.22,3.62,3.04,3.26,ray/usd/ohlcv
2024-11-09,3.27,5.04,3.21,4.97,ray/usd/ohlcv
2024-11-13,4.97,5.97,4.36,4.67,ray/usd/ohlcv
2024-11-17,4.66,5.27,4.08,4.78,ray/usd/ohlcv
2024-11-21,4.8,6.14,4.8,5.72,ray/usd/ohlcv
2024-11-25,5.73,6.49,5.44,6.12,ray/usd/ohlcv
2024-11-29,6.13,6.43,5.27,5.58,ray/usd/ohlcv
2024-12-03,5.58,5.83,4.84,4.94,ray/usd/ohlcv
2024-12-07,4.95,5.31,4.61,4.96,ray/usd/ohlcv
