date,open,high,low,close
2025-03-05,0.00043517,0.00137835,0.00039702,0.00066926
2025-03-09,0.00068914,0.0008058,0.00025558,0.00029214
2025-03-13,0.00029303,0.00047115,0.00027269,0.00030835
2025-03-17,0.00029766,0.00029766,8.419e-05,8.553e-05
2025-03-21,8.593e-05,9.244e-05,3.335e-05,3.67e-05
2025-03-25,3.647e-05,0.00015321,3.647e-05,8.684e-05
2025-03-29,8.553e-05,0.00013191,6.792e-05,8.407e-05
2025-04-02,8.38e-05,8.963e-05,4.698e-05,4.716e-05
2025-04-06,4.687e-05,4.708e-05,3.111e-05,3.419e-05
2025-04-10,3.421e-05,3.46e-05,2.015e-05,2.618e-05
2025-04-14,2.607e-05,2.616e-05,1.574e-05,1.59e-05
2025-04-18,1.589e-05,1.638e-05,1.182e-05,1.38e-05
2025-04-22,1.38e-05,3.753e-05,1.368e-05,3.456e-05
2025-04-26,3.432e-05,0.00011337,3.392e-05,6.027e-05
2025-04-30,6.033e-05,7.113e-05,4.197e-05,4.333e-05
2025-05-04,4.311e-05,4.341e-05,1.896e-05,1.92e-05
2025-05-08,1.918e-05,2.029e-05,1.528e-05,1.551e-05
2025-05-12,1.551e-05,2.147e-05,1.524e-05,2.002e-05
2025-05-16,2.011e-05,0.00026337,2.002e-05,0.00022255
