date,open,high,low,close
2024-11-29,0.00342945,0.00420921,0.00317883,0.00363679
2024-12-03,0.00364745,0.00538157,0.00265224,0.00300686
2024-12-07,0.00291781,0.00662563,0.00275288,0.00475891
2024-12-11,0.00476888,0.00742862,0.00340039,0.00345699
2024-12-15,0.00343279,0.00415592,0.00270312,0.00301112
2024-12-19,0.00301603,0.00615207,0.00207402,0.00380812
2024-12-23,0.00381156,0.00494364,0.00281499,0.00301249
2024-12-27,0.00311582,0.00585957,0.00311582,0.00423946
2024-12-31,0.0042735,0.00472943,0.00342245,0.00412572
2025-01-04,0.00409895,0.00541811,0.00378556,0.00521858
2025-01-08,0.00522868,0.01153489,0.00456123,0.00850709
2025-01-12,0.00846608,0.00877606,0.00514501,0.00545416
2025-01-16,0.00545699,0.00695156,0.00461381,0.00534637
2025-01-20,0.00534862,0.00560868,0.00322795,0.00352583
2025-01-24,0.00357101,0.0047552,0.00342226,0.00404724
2025-01-28,0.00405825,0.00433319,0.00272181,0.00349494
2025-02-01,0.00348482,0.00475764,0.00329625,0.0033196
2025-02-05,0.00328253,0.00367025,0.00192102,0.00314371
2025-02-09,0.00315397,0.00322211,0.00225161,0.00241218
2025-02-13,0.00245629,0.00265725,0.00204979,0.00262162
2025-02-17,0.00260763,0.0031079,0.00217228,0.00246655
2025-02-21,0.00246488,0.00248923,0.00163205,0.00187445
2025-02-25,0.00188424,0.0019391,0.00158449,0.00159298
2025-03-01,0.0016056,0.00161551,0.00107638,0.00146601
2025-03-05,0.00146445,0.00194768,0.00126919,0.0013874
2025-03-09,0.001364,0.00154883,0.00093165,0.00096275
2025-03-13,0.00095759,0.00106383,0.00013157,0.00040056
2025-03-17,0.0004032,0.00095628,0.00020464,0.00076335
2025-03-21,0.00076688,0.00087336,0.00051771,0.0005331
2025-03-25,0.00053601,0.00070857,0.00049072,0.00059994
2025-03-29,0.00059055,0.00062035,0.00046277,0.00048384
2025-04-02,0.00048399,0.00052475,0.00042223,0.00052458
2025-04-06,0.00052463,0.00055499,0.00041791,0.00043736
2025-04-10,0.00043988,0.00044434,0.00027958,0.0003523
2025-04-14,0.00035071,0.00040558,0.00032202,0.00032953
2025-04-18,0.00032924,0.00040588,0.00030509,0.00038859
2025-04-22,0.00039077,0.00045143,0.0003648,0.00044574
2025-04-26,0.00044679,0.0005313,0.00033796,0.00038528
2025-04-30,0.00038756,0.00044559,0.00038517,0.00040048
2025-05-04,0.00040042,0.00040628,0.0003491,0.00035084
2025-05-08,0.0003506,0.00055414,0.00027702,0.00033109
2025-05-12,0.00033106,0.00046021,0.00033083,0.0004153
2025-05-16,0.00041328,0.00209498,0.00039259,0.00148284
