date,open,high,low,price,token_address,returns,log_returns,sma_10,sma_50,ema_10,ema_50,volatility_10,volatility_50,rsi_14,macd,macd_signal,macd_histogram,momentum_1,momentum_5,momentum_10
2024-12-03,0.999803,1.004,0.994068,1.001,usdc,0.0015648825937828459,0.0015636594409108413,1.0001472999999999,0.9996430000000001,1.0002550526962783,0.9998116640142681,0.0015674509637914297,0.002634822465628836,68.18054256314325,1.821571982213907e-05,2.3498736612798577e-05,-5.283016790659507e-06,0.0015648825937828459,0.002006014038094195,0.0
2024-12-03,0.0025586,0.00293124,0.00237292,0.00267295,vision,0.045407434929698676,0.044406699314342754,0.0018244449999999998,0.0020659658,0.0019693306417029577,0.001907889358113576,0.15477330831993444,0.1547540971720839,72.09954010967647,1.821571982213907e-05,2.3498736612798577e-05,-5.283016790659507e-06,0.045407434929698676,0.709921954964176,0.7937817088556627
2024-12-03,3.712e-09,4.089e-09,2.681e-09,2.684e-09,bonk,-0.2708503124151046,-0.31587623528744874,2.5711e-09,2.28012e-09,2.708490434838055e-09,2.3114803964019435e-09,0.26071353123487967,0.22047071826599296,58.59625057155921,1.821571982213907e-05,2.3498736612798577e-05,-5.283016790659507e-06,-0.2708503124151046,0.4861572535991141,0.3827923750643998
2024-12-03,0.000556,0.00059478,0.0004971,0.00055348,pepe,-0.0021813986190486467,-0.0021837813347486967,0.000567227,0.0007823986000000001,0.0005629108435405508,0.0006367775049159729,0.23386645623280117,0.14775286594138184,56.39668588350187,1.821571982213907e-05,2.3498736612798577e-05,-5.283016790659507e-06,-0.0021813986190486467,-0.30965150797016494,0.1886691149625237
2024-12-03,1.04e-06,1.93e-06,1.02e-06,1.55e-06,starlink,0.5048543689320386,0.4086961286896107,9.656758e-07,1.0205708400000001e-06,1.0424278251768774e-06,9.446953090417601e-07,0.1926791820826343,0.12816153679362433,77.6620327482017,1.821571982213907e-05,2.3498736612798577e-05,-5.283016790659507e-06,0.5048543689320386,0.46226415094339623,1.0175645262693411
2024-12-03,0.00905496,0.00994924,0.00863481,0.00920962,bome,0.016042214379411,0.01591489787916446,0.008899601,0.0086453108,0.008966112800152354,0.008376512789296584,0.11254982313571985,0.13078450823890786,63.22863534675614,1.821571982213907e-05,2.3498736612798577e-05,-5.283016790659507e-06,0.016042214379411,-0.06862052052203904,-0.031101759553930686
2024-12-03,0.00214415,0.00223997,0.00186543,0.00187357,strump,-0.12636565838373204,-0.1350933643059501,0.0038769720000000002,0.0080635196,0.0034848890037030497,0.006319703199467267,0.20698396919026898,0.4074199920593005,21.75512391726143,1.821571982213907e-05,2.3498736612798577e-05,-5.283016790659507e-06,-0.12636565838373204,-0.4820156813305908,-0.7464345166398246
2024-12-03,0.00105197,0.00122368,0.00103873,0.0012166,nitro,0.15728894173602836,0.146080150599447,0.000798282,0.0009812418000000002,0.0008821249585776562,0.0008608426580297797,0.15769766306007946,0.10010237878055203,83.88038012640126,1.821571982213907e-05,2.3498736612798577e-05,-5.283016790659507e-06,0.15728894173602836,0.6663470757430487,0.8824949324585698
2024-12-03,0.00098275,0.00108855,0.00089825,0.00106966,rena,0.08818083786038367,0.08450734589092335,0.00097517,0.0012528513999999998,0.0009955628778731435,0.0011196768311099526,0.06119125043738327,0.1286919597080536,51.50287426614483,1.821571982213907e-05,2.3498736612798577e-05,-5.283016790659507e-06,0.08818083786038367,0.11305813675195897,0.08432000648771387
2024-12-03,1.13,1.26,1.12,1.2,jup,0.06194690265486735,0.060103924069705515,1.0782429,0.9233083,1.0828773727368481,0.9484785354935096,0.11672153262085702,0.1090064854609702,69.98395458369,1.821571982213907e-05,2.3498736612798577e-05,-5.283016790659507e-06,0.06194690265486735,0.016949152542372836,0.1204481792717087
