date,open,high,low,close,return,log_return,sma_10,ema_10,sma_50,ema_50,rsi_14,macd,macd_signal,macd_diff,bb_high,bb_low,bb_width,volatility_10,volatility_50,close_lag_1,close_lag_2,close_lag_3
2024-11-25,1.002,1.005,0.996161,1.001,-0.0009980039920161055,-0.0009985023295896603,1.0002358999999998,1.000624240494976,0.99991062,1.0000233965773933,53.57119599617664,0.00033459470199814767,0.00010098977146513066,0.000233604930533017,1.002163655504158,0.9979745444958418,0.004189111008316204,0.0010232062463572868,0.0010241782738682021,1.002,1.001,1.002
2024-11-29,1.002,1.007,0.995581,1.0,-0.0009990009990008542,-0.000999500333083388,1.0002358999999998,1.000510742223162,0.99992502,1.0000224790645544,49.33572492408877,0.000268794715752918,0.00013455076032268815,0.00013424395543022987,1.0021729585211532,0.998011541478847,0.004161417042306215,0.001066304610410498,0.0010309064753996956,1.001,1.002,1.001
2024-12-03,1.0,1.005,0.996464,1.001,0.0009999999999998899,0.0009995003330834232,1.000424,1.000599698182587,0.9999466399999999,1.0000608132188857,53.31102064434854,0.0002939509121049344,0.00016643079067913742,0.000127520121425797,1.0021729585211532,0.998011541478847,0.004161417042306215,0.001059410118330537,0.0010366091476056486,1.0,1.001,1.002
2024-12-07,1.0,1.012,0.950822,1.002,0.0009990009990010762,0.0009985023295896,1.0007844,1.0008542985130258,0.9999866399999999,1.0001368597593217,56.948809260033414,0.0003900823945788279,0.00021116111145907552,0.00017892128311975235,1.0024317919062833,0.9979527080937168,0.004479083812566453,0.0010343507122459483,0.0010457622120687272,1.001,1.0,1.001
2024-12-11,1.001,1.006,0.983912,1.001,-0.0009980039920161055,-0.0009985023295896603,1.0010637,1.0008807896924756,1.0000159599999998,1.000170708396211,52.54021989329166,0.0003811816199408291,0.00024516521315542624,0.00013601640678540287,1.0025101889992207,0.9979896110007793,0.004520577998441411,0.0011109249973072011,0.0010536970455255288,1.002,1.001,1.0
2024-12-15,1.0,1.005,0.994334,0.999704,-0.0012947052947051008,-0.0012955441497300372,1.0010704000000001,1.0006668279302073,1.00003306,1.0001524061061635,47.41704511223285,0.0002664795130882247,0.00024942807314198596,1.705143994623875e-05,1.0024299121435876,0.9979402878564123,0.004489624287175253,0.0011311203136376406,0.0010655951309656042,1.001,1.002,1.001
2024-12-19,0.999613,1.007,0.991478,0.998148,-0.0015564607123708107,-0.0015576732556927446,1.0007851999999997,1.0002088592156242,1.00000848,1.0000738019451374,42.10816544644579,4.945103036257947e-05,0.0002094326645861047,-0.00015998163422352522,1.0025095166887086,0.9976828833112915,0.004826633377417067,0.0011189399015003212,0.001085799154281879,0.999704,1.001,1.002
2024-12-23,0.998281,1.004,0.993775,0.99859,0.00044282010283036577,0.0004427220869431664,1.0004442,0.9999145211764197,0.9999602799999999,1.0000156136335634,44.02532106284806,-8.588981542412277e-05,0.0001503681685840592,-0.00023625798400818198,1.0025388687588228,0.9975493312411767,0.004989537517646081,0.001060329219256023,0.0010617950472404864,0.998148,0.999704,1.001
2024-12-27,0.999078,1.004,0.995264,0.998823,0.00023332899388139872,0.00023330177690529665,1.0002265000000001,0.9997160627807069,0.99993674,0.9999688444714628,45.058227666294236,-0.0001723603947106911,8.582245592510916e-05,-0.0002581828506358002,1.0025368310534468,0.9975554689465531,0.004981362106893705,0.0010468804429301089,0.0010535319693327772,0.99859,0.998148,0.999704
2024-12-31,0.998708,1.002,0.992963,0.998492,-0.000331390046084179,-0.00033144496789953127,0.9998756999999999,0.9994935059114874,0.999925,0.9999109290019937,43.82111397761619,-0.00026454833694711244,1.5748297350664835e-05,-0.00028029663429777725,1.0025527791972508,0.9973900208027491,0.005162758394501754,0.0009557150936126373,0.001046552260808477,0.998823,0.99859,0.998148
2025-01-04,0.998134,1.003,0.994675,0.9995,0.0010095223597184066,0.0010090131347082274,0.9997257000000002,0.9994946866548533,0.9999224,0.9998948141391705,48.461797936084444,-0.0002533503049448882,-3.8071423108445776e-05,-0.00021527888183644242,1.0025538618026002,0.9974077381973999,0.005146123605200281,0.0010136220718227514,0.0010535592211474863,0.998492,0.998823,0.99859
2025-01-08,0.999652,1.007,0.992427,0.999875,0.00037518759379673305,0.0003751172285310299,0.9997132000000001,0.999563834535789,0.9999288,0.999894037114105,50.1128213489119,-0.0002117752051717936,-7.281217952111535e-05,-0.00013896302565067825,1.00254800211535,0.9974010978846498,0.005146904230700078,0.0009781866678982302,0.001054845957916485,0.9995,0.998492,0.998823
2025-01-12,0.999305,1.002,0.990863,0.999634,-0.00024103012876608432,-0.0002410591811960052,0.9995765999999999,0.9995765918929181,0.9999231000000001,0.9998838395802185,49.025846421290126,-0.00019601379987754797,-9.745250359240187e-05,-9.85612962851461e-05,1.0025491831358067,0.9974514168641933,0.005097766271613402,0.0009120041358278875,0.0010541353420602808,0.999875,0.9995,0.998492
2025-01-16,0.999636,1.0,0.998598,1.0,0.00036613400504581506,0.00036606699434708765,0.9993766000000001,0.9996535751851148,0.99995578,0.9998883948907982,50.772190865099475,-0.00015223476382209,-0.00010840895563833951,-4.3825808183750494e-05,1.0025210576002215,0.9976399423997784,0.004881115200443098,0.0008438933670280359,0.001031314225187758,0.999634,0.999875,0.9995
2025-01-20,1.0,1.001,0.998154,0.998716,-0.0012839999999999518,-0.0012848250343049353,0.9991482000000002,0.9994831069696393,0.99994732,0.9998424186205709,44.95365739614977,-0.0002186274305727709,-0.0001304526506252258,-8.81747799475451e-05,1.0024774689626057,0.997734431037394,0.0047430379252116905,0.0008781153702859351,0.0010421530731606382,1.0,0.999634,0.999875
2025-01-24,0.998731,1.001,0.998211,1.0,0.0012856507755958368,0.0012848250343049552,0.9991778,0.9995770875206138,0.9999501399999999,0.9998485982825093,51.0009375216204,-0.00016572564605454865,-0.00013750724971109036,-2.821839634345829e-05,1.0024865239162348,0.9977616760837649,0.004724847832469958,0.0009084504675019042,0.001053219132453963,0.998716,1.0,0.999634
