date,open,high,low,close,return,log_return,sma_10,ema_10,sma_50,ema_50,rsi_14,macd,macd_signal,macd_diff,bb_high,bb_low,bb_width,volatility_10,volatility_50,close_lag_1,close_lag_2,close_lag_3
2024-11-25,0.80212,1.14,0.771399,1.026,0.2777070016102099,0.2450670664547163,0.5294542,0.6161163278568643,0.41759054000000007,0.44469977598569194,88.22945575125233,0.10166338842201705,0.03240702455366698,0.06925636386835007,0.8180865078272722,0.06942209217272777,0.7486644156545444,0.16304147024701973,0.10739436147005317,0.803001,0.736958,0.576112
2024-11-29,1.024,1.069,0.879631,1.032,0.005847953216374213,0.005830920310793144,0.5974937,0.6917315409737981,0.42947492,0.46773115731958637,88.32721090572751,0.1299396174448929,0.05191354313191217,0.07802607431298074,0.9282681137026336,0.028098986297366235,0.9001691274052674,0.16092447664224363,0.10711673083224676,1.026,0.803001,0.736958
2024-12-03,1.032,1.22,1.03,1.2,0.16279069767441845,0.1508228897345835,0.6824912999999999,0.784143988069471,0.44428328,0.49644758252273985,90.66497774689338,0.16401427417284542,0.07433368934009882,0.0896805848327466,1.065104631172268,-0.02482853117226802,1.089933162344536,0.15467877511357409,0.10888380516122281,1.032,1.026,0.803001
2024-12-07,1.2,1.31,1.13,1.23,0.025000000000000133,0.02469261259037163,0.7715363,0.8652087175113854,0.45884882000000005,0.5252143439924364,91.01117693411328,0.1912349964050264,0.09771395075308434,0.09352104565194205,1.1836562863329174,-0.05378188633291758,1.237438172665835,0.14881762976080576,0.1084535503929302,1.2,1.032,1.026
2024-12-11,1.23,1.23,0.916297,1.017,-0.17317073170731712,-0.19015705231790328,0.8390761,0.8928071325093153,0.46999626,0.544500055992733,70.90496105350478,0.19339100389286024,0.11684936138103953,0.0765416425118207,1.2388234956608628,-0.04311619566086278,1.2819396913217256,0.17587889120503644,0.11096064919877036,1.23,1.2,1.032
2024-12-15,1.021,1.17,0.977138,1.06,0.04228121927236983,0.04141179105755299,0.9124966000000001,0.9232058356894398,0.48205973999999996,0.5647157400714494,72.23834288188331,0.19630649689452084,0.1327407884837358,0.06356570841078504,1.294776810405271,-0.031142310405271156,1.3259191208105423,0.16818442434216374,0.11092562998802055,1.017,1.23,1.2
2024-12-19,1.06,1.12,0.968992,0.968992,-0.08585660377358495,-0.08976783118337958,0.9650063,0.9315305928368143,0.49244217999999995,0.5805697110490396,65.40629450333762,0.18909370654659674,0.144011372096308,0.04508233445028875,1.329723457944374,-0.008937157944373997,1.338660615888748,0.16098770914980043,0.1118617911314682,1.06,1.017,1.23
2024-12-23,0.966663,0.99654,0.764869,0.882796,-0.08895429477229944,-0.09316221258802472,0.9956747,0.9226697577755752,0.5008645399999999,0.5924217223804499,59.651899610100145,0.17441171175495707,0.15009144002803781,0.02432027172691925,1.3468987091047038,0.027689590895296323,1.3192091182094074,0.15229958600297727,0.11293484681138935,0.968992,1.06,1.017
2024-12-27,0.882846,0.948189,0.852086,0.859342,-0.026567859392203852,-0.026927163217071292,1.0079131000000001,0.9111556199981979,0.50916704,0.6028891842478833,58.15268306896357,0.15905015216885787,0.15188318245620183,0.0071669697126560405,1.3575545516113239,0.06783364838867612,1.2897209032226478,0.13116909626092657,0.11283088501854863,0.882796,0.968992,1.06
2024-12-31,0.860001,0.909515,0.830944,0.859131,-0.00024553670133664607,-0.00024556685040773437,1.0135261,0.9016965981803438,0.51793474,0.6129378829048291,58.138526620044765,0.14518537298124345,0.15054362056121015,-0.005358247579966696,1.3637186395709666,0.11247116042903338,1.2512474791419332,0.12915094470044408,0.1123916336232563,0.859342,0.882796,0.968992
2025-01-04,0.859857,1.11,0.838504,1.09,0.2687238616695242,0.23801156195595985,1.0199261,0.9359335803293721,0.5317019999999999,0.6316462012222868,67.46977059920516,0.15108502036438032,0.15065190052184418,0.0004331198425361338,1.3926995911137348,0.15668070888626529,1.2360188822274694,0.1271274047032354,0.11732803836837292,0.859131,0.859342,0.882796
2025-01-08,1.09,1.15,0.993335,0.993335,-0.08868348623853217,-0.09286500654090761,1.0160596,0.946370202087668,0.54405046,0.6458300756841578,61.30767801036227,0.14627431651510725,0.14977638372049681,-0.003502067205389564,1.3997171197209584,0.2138361802790416,1.1858809394419167,0.13116753202487422,0.11776629576848706,1.09,0.859131,0.859342
