date,open,high,low,close,return,log_return,sma_10,ema_10,sma_50,ema_50,rsi_14,macd,macd_signal,macd_diff,bb_high,bb_low,bb_width,volatility_10,volatility_50,close_lag_1,close_lag_2,close_lag_3
2024-11-25,14.28,18.23,13.91,18.0,0.25962211336599017,0.23081176595438863,13.002,13.752761288644729,13.046600000000002,12.793255165287718,71.70620322304495,0.7564065411917031,0.04704878110871559,0.7093577600829876,15.846008744081526,8.440991255918473,7.405017488163054,0.13703232096635126,0.09393914316017817,14.29,14.52,14.07
2024-11-29,17.95,18.95,16.25,17.97,-0.0016666666666667052,-0.0016680571006970587,13.656,14.519531963436595,13.1352,12.996264766648984,71.53086890829115,1.0606417127402157,0.2497673674350156,0.8108743453052001,16.923945124375148,8.10405487562485,8.819890248750298,0.13714395721863093,0.09381140895367245,18.0,14.29,14.52
2024-12-03,17.96,26.26,17.56,24.99,0.39065108514190316,0.3297720440513933,15.022,16.42325342462994,13.325,13.466607324819613,82.38497399815193,1.8469155170846054,0.5691969973649336,1.2777185197196719,20.156484424329424,6.224515575670577,13.931968848658848,0.17094397113098386,0.10660929506315953,17.97,18.0,14.29
2024-12-07,25.06,26.26,22.39,25.82,0.03321328531412582,0.03267364057163559,16.506999999999998,18.13175280196995,13.4952,13.951054096395314,83.20050719432548,2.5081053579004706,0.956978669472041,1.5511266884284296,22.713971702373307,5.186028297626692,17.527943404746615,0.16683419536042227,0.10562532627665103,24.99,17.97,18.0
2024-12-11,25.84,27.26,20.45,22.23,-0.13903950426026335,-0.1497066574423912,17.586999999999996,18.87688865615723,13.595,14.275718641634713,68.44089141749015,2.7111674228371143,1.307816420145056,1.4033510026920584,23.876366127047447,5.0956338729525505,18.780732254094897,0.1828872123879811,0.10777154099780804,25.82,24.99,17.97
2024-12-15,22.19,30.68,21.24,29.05,0.3067926225820963,0.26757575532181505,19.467,20.726545264128642,13.8056,14.855102224315704,76.84467086770135,3.383410722455995,1.7229352806072438,1.6604754418487513,26.584768038846164,4.081231961153833,22.50353607769233,0.18270779951706564,0.11534251724536516,22.23,25.82,24.99
2024-12-19,29.09,30.7,24.83,24.92,-0.14216867469879513,-0.15334778937866778,20.586000000000002,21.488991579741615,13.935800000000002,15.249804097871952,65.47437779419295,3.5420809917020577,2.0867644228262066,1.4553165688758511,27.86335588987834,4.046644110121665,23.816711779756673,0.18277905797983723,0.11743434968935483,29.05,22.23,25.82
2024-12-23,24.85,25.49,20.06,22.03,-0.1159711075441413,-0.1232655331050007,21.381999999999998,21.58735674706132,14.021199999999999,15.515694133249522,58.90611174723818,3.3954883993255933,2.3485092181260843,1.046979181199509,28.451062748755405,4.597937251244595,23.85312549751081,0.19223588397906885,0.11864748399981753,24.92,29.05,22.23
2024-12-27,22.04,25.93,21.64,22.65,0.02814344076259645,0.02775469111479126,22.195,21.780564611231988,14.1468,15.795470833906403,59.83697167969049,3.2914003181266445,2.5370874381261963,0.7543128800004482,29.04252402132816,5.157475978671844,23.885048042656315,0.19230356326345063,0.11797445413076374,22.03,24.92,29.05
2024-12-31,22.65,23.6,20.15,20.57,-0.09183222958057391,-0.09632614826417718,22.823,21.560461954644353,14.2558,15.982707271792426,55.31039202613736,3.0064150656986754,2.6309529636406923,0.37546210205798314,29.26292511427682,5.9040748857231815,23.358850228553635,0.19709178326270432,0.1182327650595199,22.65,22.03,24.92
