date,open,high,low,close,return,log_return,sma_10,ema_10,sma_50,ema_50,rsi_14,macd,macd_signal,macd_diff,bb_high,bb_low,bb_width,volatility_10,volatility_50,close_lag_1,close_lag_2,close_lag_3
2024-11-25,235.96,263.21,230.7,253.64,0.07456363328249438,0.07191465664286276,195.217,203.2724593307913,159.6436,164.1682301449751,74.77162037102156,21.18975267112623,11.036531080915065,10.153221590211164,238.80664864540717,100.66735135459284,138.13929729081434,0.09119212603193884,0.08975655466855156,236.04,216.05,213.07
2024-11-29,253.19,256.23,223.47,237.65,-0.06304210692319812,-0.06511693577181231,203.023,209.52292127064743,161.52480000000003,167.04986817850548,67.89223975085528,22.82397184572733,13.394019233877518,9.42995261184981,247.98112672599143,101.76987327400856,146.21125345198288,0.09842172509348623,0.09043613368455587,253.64,236.04,216.05
2024-12-03,237.6,246.61,220.24,225.53,-0.0509993688196928,-0.052345815272001286,208.445,212.4332992214388,162.8524,169.3432066813092,63.149581181107045,22.877403143825262,15.290696015867066,7.586707127958196,253.53277425315005,104.87422574684999,148.65854850630006,0.10216566120771646,0.08985080434238159,237.65,253.64,236.04
2024-12-07,225.65,246.24,217.5,237.01,0.05090231898195352,0.04964914654979527,214.483,216.9017902720863,163.8662,171.99680641929706,65.60075751422656,23.574337600809997,16.947424332855654,6.626913267954343,259.4922297434293,109.46377025657074,150.02845948685854,0.10233455523350363,0.08705471925102519,225.53,237.65,253.64
2024-12-11,237.09,242.74,204.07,213.53,-0.09906754989240951,-0.10432499631798989,218.996,216.2887374953433,164.7814,173.62555910873638,57.217683752664364,21.978667017526703,17.953672869789862,4.024994147736841,261.9194884425265,113.42251155747351,148.49697688505296,0.10811623773046572,0.08704227745975848,237.01,225.53,237.65
2024-12-15,213.65,234.11,211.94,219.87,0.029691378260666035,0.029259124586046056,225.22199999999998,216.9398761325536,165.80380000000002,175.4390665946683,58.75049617282619,20.983783603073704,18.559695016446632,2.4240885866270716,264.4415364140926,118.07646358590739,146.3650728281852,0.10310771085319209,0.08709286440249059,213.53,237.01,225.53
2024-12-19,219.88,228.26,204.88,205.36,-0.06599354163824078,-0.06827192604298352,225.775,214.83444410845294,166.5918,176.6124365321323,53.983461772723935,18.80769222590311,18.609294458337928,0.1983977675651829,265.4329273841803,121.75907261581973,143.67385476836057,0.06886793492680868,0.087667270935302,219.87,213.53,237.01
2024-12-23,205.85,211.85,176.48,180.15,-0.12276003116478384,-0.13097469936878278,222.483,208.52818154327966,166.71939999999998,176.75116451126436,46.86799722290108,14.877390523266286,17.8629136713236,-2.9855231480573146,263.0704148265792,128.4715851734208,134.59882965315842,0.07574677841640692,0.08939437955921367,205.36,219.87,213.53
2024-12-27,180.26,201.47,176.94,188.14,0.044351928948098696,0.043396529349703034,219.692,204.82123944450154,167.24099999999999,177.19778551082263,49.15541681601543,12.265930322929563,16.743517001644793,-4.47758667871523,261.1327742810477,134.80222571895226,126.33054856209546,0.07758069075034418,0.08895438978760102,180.15,205.36,219.87
2024-12-31,188.24,196.76,182.89,190.7,0.013606888487296631,0.013515146062567943,215.158,202.25374136368305,168.1104,177.72728411824136,49.89964873157474,10.284348338928652,15.451683269101565,-5.167334930172913,258.7640139656554,141.70898603434458,117.05502793131083,0.06947171549512092,0.08781832532931495,188.14,180.15,205.36
2025-01-04,190.95,219.36,187.83,217.65,0.1413214472994233,0.13218675539193328,211.55900000000003,205.05306111574066,169.59939999999997,179.29288081948678,57.030302967508284,10.764483840478619,14.514243383376977,-3.7497595428983583,258.4353892568938,148.34061074310614,110.09477851378767,0.08159744607745692,0.08961812335506565,190.7,188.14,180.15
2025-01-08,217.79,222.24,202.23,202.49,-0.06965311279577302,-0.07219776538712855,208.04299999999998,204.5870500037878,170.95899999999997,180.2025717677422,52.5034003360512,9.808641468866995,13.57312300047498,-3.764481531607986,256.8001364911284,154.26586350887155,102.53427298225685,0.08208049820878781,0.08977598474763665,217.65,190.7,188.14
