timestamp,Open,High,Low,Close,Volume
2025-05-24 03:35:00+00:00,175.74520308503776,175.74520308503776,175.74520308503776,175.74520308503776,0.009925113001372665
2025-05-24 03:40:00+00:00,175.7710203170116,175.7710203170116,175.7710203170116,175.7710203170116,5.68637635599589
2025-05-24 03:45:00+00:00,174.817176723028,199.8139534883721,174.4512767073245,199.8139534883721,17.184660423001333
2025-05-24 03:50:00+00:00,,,,,0.0
2025-05-24 03:55:00+00:00,175.32410944599286,200.1048034934498,175.32410944599286,175.3701154267916,6.205739751996589
2025-05-24 04:00:00+00:00,175.37116508740357,175.37478828008295,175.37116508740357,175.37478828008295,0.8000079030025518
2025-05-24 04:05:00+00:00,,,,,0.0
2025-05-24 04:10:00+00:00,175.4027389338629,175.43433115539582,175.4027389338629,175.43433115539582,6.383336872000655
2025-05-24 04:15:00+00:00,175.4756173792722,175.4756173792722,175.4756173792722,175.4756173792722,0.9778921970064403
2025-05-24 04:20:00+00:00,175.50992349662323,175.63789226969547,175.50992349662323,175.63789226969547,12.268171860996517
2025-05-24 04:25:00+00:00,175.67518419494453,175.67518419494453,175.67518419494453,175.67518419494453,0.14614008300122805
2025-05-24 04:30:00+00:00,175.68233738275262,175.68233738275262,175.67854536397022,175.67854536397022,1.7171623479953269
2025-05-24 04:35:00+00:00,,,,,0.0
2025-05-24 04:40:00+00:00,175.8212041053197,175.8212041053197,175.8212041053197,175.8212041053197,0.9802035760003491
2025-05-24 04:45:00+00:00,175.82822219292086,175.87167269062016,174.99285592351708,174.99285592351708,5.1835211270008585
2025-05-24 04:50:00+00:00,175.95396581322845,176.0605013115448,175.95396581322845,176.0605013115448,3.8789755950056133
2025-05-24 04:55:00+00:00,176.11313623218834,176.37027860813853,176.11313623218834,176.37027860813853,8.868518275005044
2025-05-24 05:00:00+00:00,175.9293166351655,176.43346057441713,175.9293166351655,176.43346057441713,2.881770066996978
2025-05-24 05:05:00+00:00,176.44954006491508,176.45541461906606,176.44954006491508,176.45541461906606,0.9959403090033447
2025-05-24 05:10:00+00:00,176.3319475303305,176.3319475303305,176.3319475303305,176.3319475303305,0.08789668700046604
2025-05-24 05:15:00+00:00,175.2842910594289,176.08874834487608,175.19656925936692,175.19656925936692,5.68725003599684
2025-05-24 05:20:00+00:00,175.07578348723905,175.9416314935177,174.93899774493136,175.8172812831608,51.851505762009765
2025-05-24 05:25:00+00:00,175.7881323842534,175.79615329270942,174.897004351198,174.897004351198,8.204821062005067
2025-05-24 05:30:00+00:00,175.74623243941318,175.74623243941318,175.74623243941318,175.74623243941318,0.06133742300153244
2025-05-24 05:35:00+00:00,175.74662756351924,175.74662756351924,175.74662756351924,175.74662756351924,0.014414416000363417
2025-05-24 05:40:00+00:00,175.30726635009765,175.30726635009765,175.30726635009765,175.30726635009765,0.15026547700108495
2025-05-24 05:45:00+00:00,174.60936410178982,174.60936410178982,174.60936410178982,174.60936410178982,2.864098523998109
2025-05-24 05:50:00+00:00,175.4560531104225,175.45777446646235,175.4560531104225,175.45777446646235,0.3810644570039585
2025-05-24 05:55:00+00:00,175.45917950098772,175.45917950098772,175.45917950098772,175.45917950098772,0.009848000001511537
2025-05-24 06:00:00+00:00,175.48018218736772,175.5818337351821,175.48018218736772,175.5818337351821,21.61954439600231
2025-05-24 06:05:00+00:00,175.7214560724542,175.7214560724542,175.7214560724542,175.7214560724542,0.007916455004306044
2025-05-24 06:10:00+00:00,175.7320882981071,199.8139534883721,175.7320882981071,199.8139534883721,2.8296338800064404
2025-05-24 06:15:00+00:00,174.77630830968937,174.77630830968937,174.66427284782048,174.66427284782048,0.44357975300226826
2025-05-24 06:20:00+00:00,174.61714999136274,174.61714999136274,174.61714999136274,174.61714999136274,0.08000000000174623
2025-05-24 06:25:00+00:00,,,,,0.0
2025-05-24 06:30:00+00:00,174.57879448133238,177.55374477753583,173.88171467454475,173.88171467454475,586.058829020003
2025-05-24 06:35:00+00:00,174.55908036407234,174.55908036407234,173.68845916864643,174.5588191618352,1.3499395249964437
2025-05-24 06:40:00+00:00,174.56479866311383,174.57428640974666,174.56479866311383,174.57428640974666,2.1122243310019257
2025-05-24 06:45:00+00:00,173.6986079175749,173.6986079175749,173.67303745089978,173.67303745089978,5.727962064003805
2025-05-24 06:50:00+00:00,174.53437918878942,174.53437918878942,174.53437918878942,174.53437918878942,0.5729530220050947
2025-05-24 06:55:00+00:00,174.53897350139005,200.1048034934498,174.53897350139005,200.1048034934498,0.1412345579956309
2025-05-24 07:00:00+00:00,174.72380050307493,174.89273582816844,174.72380050307493,174.89273582816844,12.47531751698989
