timestamp,Open,High,Low,Close,Volume
2025-05-20 04:35:00+00:00,169.45520899255294,169.55547720498075,169.45520899255294,169.55547720498075,5.239710553010809
2025-05-20 04:40:00+00:00,169.6224268066547,169.67059370114796,169.6224268066547,169.67059370114796,9.777346390997991
2025-05-20 04:45:00+00:00,169.67981531052757,170.05309244452891,169.21425401561456,170.05309244452891,21.345700833000592
2025-05-20 04:50:00+00:00,170.1250970948289,170.7267153831338,170.1250970948289,170.7267153831338,62.90322806400218
2025-05-20 04:55:00+00:00,170.8033924262349,170.8802446535607,169.94286635980708,169.94286635980708,23.540791252999043
2025-05-20 05:00:00+00:00,170.8307332762149,170.85635008673165,170.8307332762149,170.85635008673165,12.350182814989239
2025-05-20 05:05:00+00:00,169.86113060215177,170.7183923329708,169.86113060215177,169.86547000953382,0.8490413689942216
2025-05-20 05:10:00+00:00,169.8658999640884,169.8658999640884,169.86508473956027,169.86508473956027,0.4819575840010657
2025-05-20 05:15:00+00:00,,,,,0.0
2025-05-20 05:20:00+00:00,,,,,0.0
2025-05-20 05:25:00+00:00,169.90231999756574,170.75569831909712,169.90231999756574,170.75569831909712,0.33192723000684055
2025-05-20 05:30:00+00:00,169.88943207898572,169.88943207898572,169.60547748241356,169.60547748241356,19.94424394899397
2025-05-20 05:35:00+00:00,169.60086533477357,169.60086533477357,169.59998999969102,169.59998999969102,0.20595716300158529
2025-05-20 05:40:00+00:00,170.5240806541448,170.5882540047191,169.52649343072738,169.52649343072738,21.11918134499865
2025-05-20 05:45:00+00:00,169.39549999886245,169.39549999886245,169.39549999886245,169.39549999886245,0.3960000000006403
2025-05-20 05:50:00+00:00,170.23818719366395,170.2413229642671,170.23818719366395,170.2413229642671,0.40444078099972103
2025-05-20 05:55:00+00:00,169.3643941021777,169.3643941021777,169.27730303032197,169.27730303032197,8.960049494002305
2025-05-20 06:00:00+00:00,199.9184861717613,199.9184861717613,169.2387620131994,169.66095823555418,4.120463766994362
2025-05-20 06:05:00+00:00,169.14704827653713,169.25628805937154,168.47896344999162,169.25628805937154,68.24321817597956
2025-05-20 06:10:00+00:00,169.2605177051369,169.2653180482283,169.23643443357588,169.23643443357588,1.1289920380077092
2025-05-20 06:15:00+00:00,169.1166822921913,169.1166822921913,169.1166822921913,169.1166822921913,1.7306394380066195
2025-05-20 06:20:00+00:00,168.26690318678402,169.14059186747875,168.26690318678402,169.14059186747875,17.976536659996782
2025-05-20 06:25:00+00:00,168.34756837533664,168.87522191234896,167.82457135547838,167.9259103097818,41.68012540500058
