date,open,high,low,price,token_address,returns,log_returns,sma_10,sma_50,ema_10,ema_50,volatility_10,volatility_50,rsi_14,macd,macd_signal,macd_histogram,momentum_1,momentum_5,momentum_10,return,log_return,macd_diff,bb_high,bb_low,bb_width,price_lag_1,price_lag_2,price_lag_3,volume_sma_10,volume_sma_50,action_label
2024-12-19,9.549e-05,0.00010168,8.097e-05,8.143e-05,higher,-0.1456300493127688,-0.1573909814704944,8.143e-05,8.143e-05,8.143e-05,8.143e-05,,,100.0,0.0,0.0,-1.2739674490431716e-06,,,,,,0.0,8.143e-05,8.143e-05,0.0,,,,,,1
2024-12-23,8.163e-05,8.321e-05,6.508e-05,6.764e-05,higher,-0.1693479061770846,-0.1855442314486604,7.4535e-05,7.4535e-05,7.892272727272727e-05,8.088921568627451e-05,,,0.0,-1.1000569800569842e-06,-2.2001139601139686e-07,5.3133984253660685e-06,-1.3790000000000002e-05,,,-0.16934790617708462,-0.1855442314486604,-8.800455840455873e-07,8.832500000000002e-05,6.0744999999999995e-05,37.00275038572486,8.143e-05,,,,,0
2024-12-27,6.757e-05,7.448e-05,6.595e-05,6.66e-05,higher,-0.0153755174452985,-0.0154949464840359,7.189e-05,7.189e-05,7.668223140495868e-05,8.032885428681277e-05,,,0.0,-2.03235168545712e-06,-5.824794539005415e-07,8.593839881022139e-06,-1.03999999999999e-06,,,-0.015375517445298525,-0.01549494648403598,-1.4498722315565786e-06,8.54082937779391e-05,5.8371706222060914e-05,37.60827313378521,6.764e-05,8.143e-05,,,,1
2024-12-31,6.623e-05,7.388e-05,6.488e-05,6.526e-05,higher,-0.0201201201201203,-0.020325286381169,7.02325e-05,7.02325e-05,7.460546205860256e-05,7.973791882458482e-05,,,0.0,-2.8465158941272286e-06,-1.035286741945879e-06,9.56470137424346e-06,-1.3400000000000109e-06,,,-0.02012012012012032,-0.020325286381169094,-1.8112291521813495e-06,8.32718970336055e-05,5.719310296639449e-05,37.132088516300875,6.66e-05,6.764e-05,8.143e-05,,,0
2025-01-04,6.568e-05,9.113e-05,6.191e-05,9.103e-05,higher,0.3948820104198591,0.3328098313520229,7.4392e-05,7.4392e-05,7.759174168431117e-05,8.01807455373462e-05,,,66.15823608425058,-1.3962284120980716e-06,-1.1074750759763176e-06,9.73768479250664e-06,2.5770000000000006e-05,,,0.39488201041985915,0.33280983135202297,-2.88753336121754e-07,9.47105566416515e-05,5.407344335834851e-05,54.62564964418618,6.526e-05,6.66e-05,6.764e-05,,,1
2025-01-08,9.097e-05,9.103e-05,7.403e-05,7.434e-05,higher,-0.1833461496210041,-0.2025399576480914,7.438333333333333e-05,7.438333333333333e-05,7.700051592352732e-05,7.995169669274438e-05,,,45.26936658043613,-1.5754478673504763e-06,-1.2010696342511495e-06,7.613476703018148e-06,-1.6690000000000005e-05,-7.0900000000000016e-06,,-0.18334614962100415,-0.20253995764809143,-3.743782330993268e-07,9.293159350930551e-05,5.583507315736115e-05,49.87208651392924,9.103e-05,6.526e-05,6.66e-05,,,1
2025-01-12,7.426e-05,7.509e-05,6.794e-05,6.916e-05,higher,-0.0696798493408663,-0.0722265040540164,7.363714285714286e-05,7.363714285714286e-05,7.557496757379507e-05,7.952849290087206e-05,,,40.94799359729271,-2.111127521837688e-06,-1.3830812117684572e-06,-4.625749860035001e-06,-5.180000000000001e-06,1.519999999999999e-06,,-0.06967984934086635,-0.0722265040540164,-7.280463100692307e-07,9.119427478786131e-05,5.6080010926424416e-05,47.68553273388007,7.434e-05,9.103e-05,6.526e-05,,,0
2025-01-16,6.949e-05,6.949e-05,4.854e-05,5.6e-05,higher,-0.1902834008097165,-0.2110709700799404,7.14325e-05,7.14325e-05,7.201588256037779e-05,7.860580690475944e-05,,,32.46818330072641,-3.556561695332354e-06,-1.8177773084812367e-06,-1.2247454188148032e-05,-1.3159999999999996e-05,-1.0600000000000007e-05,,-0.1902834008097165,-0.2110709700799404,-1.7387843868511174e-06,9.15773225358279e-05,5.128767746417209e-05,56.402400968264885,6.916e-05,7.434e-05,9.103e-05,,,0
2025-01-20,5.607e-05,0.00011037,5.281e-05,9.571e-05,higher,0.7091071428571429,0.5359710954726659,7.413e-05,7.413e-05,7.632390391303637e-05,7.927655957516103e-05,,,59.63307054905688,-1.4807444615138444e-06,-1.7503707390877584e-06,-6.767471294965827e-06,3.9710000000000004e-05,3.045000000000001e-05,,0.7091071428571429,0.5359710954726659,2.69626277573914e-07,9.849332580836296e-05,4.976667419163704e-05,65.73135251143387,5.6e-05,6.916e-05,7.434e-05,,,1
2025-01-24,9.686e-05,0.00011145,7.119e-05,7.572e-05,higher,-0.2088600982133528,-0.234280459866693,7.428899999999999e-05,7.428899999999999e-05,7.62141032015752e-05,7.913708665064492e-05,,,48.95699139593439,-1.432161221781228e-06,-1.6867288356264524e-06,-2.9149941553837272e-06,-1.9990000000000003e-05,-1.531e-05,,-0.20886009821335283,-0.234280459866693,2.545676138452243e-07,9.742176023305476e-05,5.1156239766945226e-05,62.277753726809536,9.571e-05,5.6e-05,6.916e-05,,,1
2025-01-28,7.564e-05,0.00010139,6.538e-05,6.805e-05,higher,-0.1012942419440042,-0.106799597243647,7.2951e-05,7.372181818181819e-05,7.47297208012888e-05,7.870229893885493e-05,4.054025791520982,,45.58480214074734,-1.989628356215432e-06,-1.7473087397442485e-06,-2.594083258757517e-07,-7.67e-06,-6.289999999999996e-06,-1.3379999999999997e-05,-0.10129424194400427,-0.10679959724364707,-2.423196164711837e-07,9.6067840513535e-05,5.137579585010137e-05,60.62254806739955,7.572e-05,9.571e-05,5.6e-05,,,1
2025-02-01,6.805e-05,7.818e-05,5.67e-05,7.366e-05,higher,0.0824393828067597,0.0792171819194442,7.3553e-05,7.371666666666667e-05,7.453522611014537e-05,7.85045617255665e-05,3.9644359395046753,,48.38522392705206,-1.9561951611856532e-06,-1.7890860240325295e-06,9.489657064283424e-07,5.609999999999995e-06,4.500000000000001e-06,6.02e-06,0.08243938280675978,0.0792171819194442,-1.6710913715312372e-07,9.511138148650529e-05,5.2321951846828044e-05,58.04580100340571,6.805e-05,7.572e-05,9.571e-05,,,1
2025-02-05,7.331e-05,7.435e-05,5.176e-05,5.654e-05,higher,-0.2324192234591365,-0.264511558751475,7.254700000000001e-05,7.239538461538461e-05,7.126336681739166e-05,7.764320636377958e-05,4.196946147676815,,41.38555359316237,-3.2734062458639147e-06,-2.0859500683988066e-06,1.3055265386618622e-08,-1.712e-05,5.399999999999982e-07,-1.0060000000000009e-05,-0.23241922345913657,-0.264511558751475,-1.1874561774651081e-06,9.489696830718402e-05,4.98938009235852e-05,62.16303376615431,7.366e-05,6.805e-05,7.572e-05,,,1
2025-02-09,5.647e-05,5.699e-05,4.595e-05,4.918e-05,higher,-0.1301733286169083,-0.1394613154773977,7.0939e-05,7.073714285714286e-05,6.724820921422954e-05,7.652700219265096e-05,4.24244989692251,,38.78768360488457,-4.855227964676074e-06,-2.63980564765426e-06,-1.175676475464883e-06,-7.359999999999997e-06,-4.6530000000000003e-05,-1.6079999999999995e-05,-0.13017332861690833,-0.1394613154773977,-2.2154223170218136e-06,9.549887303967762e-05,4.5975412674608095e-05,70.01054660220669,5.654e-05,7.366e-05,6.805e-05,,,1
2025-02-13,4.942e-05,5.216e-05,4.277e-05,4.37e-05,higher,-0.1114274095160634,-0.118138934686502,6.6206e-05,6.893466666666667e-05,6.296671662982416e-05,7.523966877333131e-05,3.7421972258681793,,36.92892603951829,-6.476367739076736e-06,-3.4071180659387553e-06,-2.032213004766813e-06,-5.480000000000002e-06,-3.202e-05,-4.733e-05,-0.11142740951606345,-0.11813893468650205,-3.0692496731379803e-06,9.639748892189423e-05,4.147184441143911e-05,79.67782708814401,4.918e-05,5.654e-05,7.366e-05,,,1
2025-02-17,4.37e-05,4.58e-05,4.133e-05,4.153e-05,higher,-0.0496567505720824,-0.0509320444588823,6.2925e-05,6.7221875e-05,5.906913178803795e-05,7.391772097829871e-05,3.6724272990764346,,36.189365497133004,-7.845792146495185e-06,-4.294852882050042e-06,-2.629726773146047e-06,-2.1700000000000012e-06,-2.6520000000000004e-05,-3.281e-05,-0.04965675057208241,-0.050932044458882324,-3.5509392644451432e-06,9.693867178123974e-05,3.7505078218760266e-05,88.414066942464,4.37e-05,4.918e-05,5.654e-05,,,1
2025-02-21,4.146e-05,4.671e-05,3.981e-05,4.076e-05,higher,-0.0185408138694918,-0.0187148492881379,6.0085e-05,6.566529411764706e-05,5.574019873566741e-05,7.261741819483602e-05,3.676536371327521,,35.91451738136571,-8.890716771720534e-06,-5.214025659984141e-06,-3.693191988363782e-06,-7.699999999999943e-07,-3.289999999999999e-05,-2.8399999999999992e-05,-0.0185408138694918,-0.01871484928813797,-3.676691111736393e-06,9.706927596907106e-05,3.426131226622306e-05,95.64864445793874,4.153e-05,4.37e-05,4.918e-05,,,1
2025-02-25,4.08e-05,4.154e-05,2.583e-05,2.585e-05,higher,-0.3657998037291462,-0.4553906074000859,5.707000000000001e-05,6.345333333333332e-05,5.030561714736424e-05,7.078340179503853e-05,4.1455543282748195,,31.004255022941294,-1.079747291089458e-05,-6.3307151101662296e-06,-1.1699434994902789e-05,-1.4910000000000001e-05,-3.068999999999999e-05,-3.0149999999999998e-05,-0.3657998037291462,-0.4553906074000859,-4.46675780072835e-06,9.90079254730587e-05,2.7898741193607944e-05,112.0653250884389,4.076e-05,4.153e-05,4.37e-05,,,1
2025-03-01,2.626e-05,2.771e-05,2.271e-05,2.68e-05,higher,0.0367504835589942,0.0360912865623729,5.0179e-05,6.152421052631578e-05,4.6031868575116196e-05,6.905856250895859e-05,2.512969216818982,,31.64551234968144,-1.2092538570807057e-05,-7.483079802294395e-06,-1.6207423570599743e-05,9.499999999999994e-07,-2.238e-05,-6.891e-05,0.03675048355899424,0.0360912865623729,-4.609458768512662e-06,9.980664751401879e-05,2.324177353861278e-05,124.44673945496119,2.585e-05,4.076e-05,4.153e-05,,,1
2025-03-05,2.681e-05,3.226e-05,2.407e-05,2.594e-05,higher,-0.032089552238806,-0.0326157086285132,4.5200999999999996e-05,5.9745000000000005e-05,4.23788015614587e-05,6.736763848899943e-05,2.476211010230009,,31.3613514425097,-1.3037988434603932e-05,-8.594061528756302e-06,-1.8260366837366346e-05,-8.600000000000019e-07,-1.776e-05,-4.978e-05,-0.03208955223880605,-0.032615708628513256,-4.44392690584763e-06,0.00010015357062554923,1.9336429374450782e-05,135.2701334858121,2.68e-05,2.585e-05,4.076e-05,,,0
2025-03-09,2.583e-05,2.733e-05,2.371e-05,2.43e-05,higher,-0.0632228218966846,-0.0653098285417949,4.0826e-05,5.805714285714285e-05,3.909174673210257e-05,6.567871148943084e-05,2.48510719042866,,30.793491526852222,-1.3760970653423669e-05,-9.627443353689776e-06,-1.862210663534927e-05,-1.6399999999999979e-06,-1.7229999999999996e-05,-4.375e-05,-0.0632228218966846,-0.06530982854179498,-4.133527299733893e-06,9.88102839672884e-05,1.496671603271159e-05,147.38227925604792,2.594e-05,2.68e-05,2.585e-05,,,0
2025-03-13,2.442e-05,2.45e-05,1.859e-05,2.059e-05,higher,-0.1526748971193415,-0.1656708293068046,3.5519e-05,5.635409090909091e-05,3.572779278081119e-05,6.391052672513943e-05,2.2778166353120373,,29.492504850902577,-1.446654395132034e-05,-1.059526347321589e-05,-1.7856044550928827e-05,-3.71e-06,-2.0170000000000002e-05,-5.306999999999999e-05,-0.15267489711934157,-0.16567082930680468,-3.87128047810445e-06,9.898480443836481e-05,1.0087195561635184e-05,163.00720418939719,2.43e-05,2.594e-05,2.68e-05,,,0
2025-03-17,2.074e-05,2.262e-05,1.93e-05,2.011e-05,higher,-0.0233122875182127,-0.0235883172551374,3.1876000000000004e-05,5.477826086956522e-05,3.288819409339097e-05,6.219285901042809e-05,2.1913859291276263,,29.31990971418844,-1.489277324224998e-05,-1.1454765427022709e-05,-1.6400427744525064e-05,-4.800000000000022e-07,-5.740000000000003e-06,-3.643e-05,-0.023312287518212793,-0.02358831725513747,-3.438007815227271e-06,9.870886434465935e-05,5.714135655340646e-06,178.1115821022547,2.059e-05,2.43e-05,2.594e-05,,,0
2025-03-21,2.351e-05,2.359e-05,2.027e-05,2.031e-05,higher,0.0099453008453507,0.0098961718077327,2.8989e-05,5.334208333333333e-05,3.060124971277443e-05,6.0550393951195614e-05,2.2499961980527425,,29.50502764233073,-1.5041040940360098e-05,-1.2172020529690186e-05,-1.4530477514206434e-05,2.0000000000000147e-07,-6.4900000000000005e-06,-2.887e-05,0.009945300845350724,0.009896171807732789,-2.8690204106699117e-06,9.803986022111302e-05,1.8881397788869645e-06,192.44199912382126,2.011e-05,2.059e-05,2.43e-05,,,0
2025-03-25,2.041e-05,5.191e-05,2.004e-05,5.185e-05,higher,1.5529295913343182,0.937241559083243,2.9804e-05,5.3282399999999997e-05,3.446465885590636e-05,6.020920203154088e-05,5.601387918429248,,51.20790194859403,-1.2469785821325456e-05,-1.223157358801724e-05,0.0010935491490166,3.154e-05,2.591e-05,8.150000000000002e-06,1.5529295913343182,0.937241559083243,-2.382122333082153e-07,9.226972342622281e-05,3.7402765737771943e-06,184.41713749077306,2.031e-05,2.011e-05,2.059e-05,,,1
2025-03-29,5.164e-05,5.364e-05,2.557e-05,2.595e-05,higher,-0.4995178399228543,-0.6921833250636387,2.8246e-05,5.223115384615384e-05,3.291653906392338e-05,5.886570391265693e-05,6.646873513676427,,40.24959653301163,-1.2379260747194897e-05,-1.2261111019852774e-05,-1.24670154575779e-05,-2.59e-05,1.6499999999999994e-06,-1.5579999999999997e-05,-0.49951783992285437,-0.6921833250636387,-1.1814972734212365e-07,8.911167579112595e-05,2.0593242088740504e-06,190.96500330642837,5.185e-05,2.031e-05,2.011e-05,,,0
2024-12-03,274.94,284.85,256.22,261.07,jitosol,-0.0516546187656653,-0.0530365168812334,261.07,261.07,261.07,261.07,,,100.0,0.0,0.0,-5.283016790659507e-06,,,,,,0.0,261.07,261.07,0.0,,,,,,1
2024-12-07,261.15,284.98,251.29,274.73,jitosol,0.0523231317271231,0.0510002265881448,267.9,267.9,263.5536363636364,261.6056862745098,,,100.0,1.0896866096865665,0.2179373219373133,-1.1121849190903496e-05,13.660000000000025,,,0.05232313172712311,0.051000226588144855,0.8717492877492532,281.56000000000006,254.23999999999992,10.197835013064628,261.07,,,,,1
2024-12-11,274.23,281.97,236.69,247.48,jitosol,-0.0991882939613439,-0.1044590265227815,261.0933333333333,261.0933333333333,260.63115702479337,261.0517377931565,,,31.762896186592272,-0.24277757485737084,0.1257943425783765,-1.4451830902439929e-05,-27.25000000000003,,,-0.09918829396134399,-0.10445902652278155,-0.36857191743574735,283.3428896335285,238.8437770331381,17.043373736233683,274.73,261.07,,,,1
2024-12-15,247.5,271.77,245.82,255.37,jitosol,0.0318813641506385,0.03138370323291,259.6625,259.6625,259.67458302028547,260.82892454636607,,,43.734627567366445,-0.6545625903848986,-0.03027704401427854,-1.591693432414762e-05,7.890000000000015,,,0.03188136415063858,0.03138370323291006,-0.6242855463706201,279.55846629973024,239.76653370026983,15.32448181753638,247.48,274.73,261.07,,,1
2024-12-19,255.46,265.59,238.12,238.12,jitosol,-0.0675490464815757,-0.0699387256105086,255.35399999999998,255.35399999999998,255.75556792568807,259.9383784857243,,,30.94988063406241,-2.3457951513778426,-0.4933806654869914,-1.2739674490431716e-06,-17.25,,,-0.06754904648157578,-0.06993872561050864,-1.8524144858908511,280.12677408769554,230.58122591230446,19.40269123467464,255.37,247.48,274.73,,,1
2024-12-23,239.39,245.47,205.15,209.36,jitosol,-0.1207794389383504,-0.1287194900632989,247.68833333333336,247.68833333333336,247.3200101210175,257.9549126627547,,,20.296743262628297,-5.938347213108756,-1.5823739750113441,5.3133984253660685e-06,-28.75999999999999,-51.70999999999998,,-0.12077943893835041,-0.12871949006329894,-4.355973238097412,288.7572695530873,206.6193971135794,33.16178494728238,238.12,255.37,247.48,,,0
2024-12-27,209.24,234.85,205.72,219.29,jitosol,0.04743026366068,0.046339796527054,243.6314285714286,243.6314285714286,242.22364464446886,256.4386415779408,,,29.340228383966732,-7.893214529700117,-2.844542085949099,8.593839881022139e-06,9.929999999999978,-55.440000000000026,,0.04743026366068004,0.04633979652705408,-5.048672443751018,286.5349235054199,200.72793363743727,35.22000029763216,209.36,238.12,255.37,,,0
2024-12-31,219.05,229.25,212.99,222.04,jitosol,0.0125404715217292,0.0124624910730159,240.9325,240.9325,238.55389107274723,255.089675241551,,,31.65307519393336,-9.115481350052875,-4.098729938769854,9.56470137424346e-06,2.75,-25.439999999999998,,0.012540471521729213,0.012462491073015915,-5.01675141128302,283.53037758797376,198.33462241202625,35.36083972728773,219.29,209.36,238.12,,,0
2025-01-04,222.11,255.72,218.91,253.57,jitosol,0.1420014411817691,0.1327823732135556,242.3366666666667,242.3366666666667,241.28409269588408,255.0300801340392,,,51.32531303828313,-7.454004000186217,-4.769784751053127,9.73768479250664e-06,31.53,-1.8000000000000114,,0.14200144118176916,0.1327823732135556,-2.68421924913309,283.27629484714186,201.39703848619155,33.78739894676151,222.04,219.29,209.36,,,0
2025-01-08,254.06,259.72,236.08,236.34,jitosol,-0.0679496785897385,-0.0703684728246465,241.737,241.737,240.38516675117788,254.2971358150573,,,43.89077442200217,-7.441803751713081,-5.304188551185118,7.613476703018148e-06,-17.22999999999999,-1.7800000000000011,,-0.06794967858973855,-0.07036847282464655,-2.1376152005279634,280.74204382768977,202.73195617231025,32.27064440089003,253.57,222.04,219.29,,,0
2025-01-12,236.18,237.04,213.34,219.41,jitosol,-0.0716340864855716,-0.074329320557011,237.571,239.70727272727274,236.57150006914554,252.9290128419178,1.3317981624115736,,38.05742281993515,-8.697979582661844,-5.982946757480463,-4.625749860035001e-06,-16.930000000000007,10.049999999999983,-41.66,-0.07163408648557168,-0.07432932055701102,-2.715032825181381,279.05033642542696,200.36420902911848,32.82592409527504,236.34,253.57,222.04,,,0
2025-01-16,219.59,240.51,202.37,240.51,jitosol,0.0961669933002142,0.0918195430691114,234.14899999999997,239.77416666666667,237.28759096566452,252.44199273047005,1.4042772983298093,,47.43428745759508,-7.899849768360667,-6.366327359656505,-1.2247454188148032e-05,21.099999999999994,21.22,-34.22000000000003,0.09616699330021428,0.09181954306911147,-1.5335224087041626,277.4448957617553,202.10343757157807,31.421841325765786,219.41,236.34,253.57,,,0
2025-01-20,240.98,339.52,232.33,271.45,jitosol,0.1286432996549,0.1210162916284902,236.546,242.21076923076922,243.4989380628164,253.18740478025555,1.4498774422195744,,57.57583473184031,-4.716359460650494,-6.036333779855303,-6.767471294965827e-06,30.939999999999998,49.41,23.97,0.12864329965490007,0.1210162916284902,1.3199743192048086,282.14698180227145,202.274556659267,32.97641364034686,240.51,219.41,236.34,,,1
2025-01-24,271.01,317.69,270.19,297.31,jitosol,0.0952661631976423,0.0909974051447664,240.74,246.14642857142857,253.28276750594068,254.91770263201025,1.505193648664898,,63.85304007602661,-0.1055182285624312,-4.850170669596729,-2.9149941553837272e-06,25.860000000000014,43.74000000000001,41.94,0.09526616319764236,0.09099740514476648,4.744652441034297,293.96304828056486,198.32980886229228,38.852174282317904,271.45,240.51,219.41,,,1
2025-01-28,297.5,315.93,260.52,275.53,jitosol,-0.0732568699337392,-0.0760788499097011,244.481,248.10533333333333,257.3277188684969,255.72602801899026,1.515201243575998,,56.29764319799227,1.7707308077295068,-3.5259903741314815,-2.594083258757517e-07,-21.78000000000003,39.18999999999997,37.40999999999997,-0.07325686993373925,-0.07607884990970118,5.296721181860988,296.57067923005513,199.63998743661153,39.06836281637514,297.31,271.45,240.51,,,1
2025-02-01,275.76,286.85,262.05,271.66,jitosol,-0.0140456574601675,-0.0141452311921805,250.71099999999996,249.5775,259.9335881651338,256.35088966530435,1.306572390648644,,55.0511781808728,2.911829274251886,-2.238426444454808,9.489657064283424e-07,-3.8699999999999477,52.25000000000003,62.30000000000001,-0.014045657460167504,-0.014145231192180531,5.150255718706694,297.86953479871187,201.2854652012881,38.69902919831466,275.53,297.31,271.45,,,1
2025-02-05,271.61,274.77,209.61,242.81,jitosol,-0.106198925126997,-0.1122720398956784,253.06300000000002,249.1794117647059,256.82020849874584,255.81987438431204,1.4699942128783805,,46.74267194571391,1.4712445483164345,-1.4964922459005596,1.3055265386618622e-08,-28.850000000000023,2.3000000000000114,23.52000000000001,-0.10619892512699702,-0.11227203989567845,2.967736794216994,296.1376848417753,202.22113868763648,37.690331431884886,271.66,275.53,297.31,,,1
2025-02-09,243.31,245.53,221.62,235.52,jitosol,-0.0300234751451752,-0.0304834089581548,254.411,248.42055555555555,252.94744331715566,255.02380087904493,1.4838771977868581,,44.89869109462818,-0.255723479676476,-1.248338492655743,-1.175676475464883e-06,-7.289999999999992,-35.92999999999998,13.480000000000018,-0.030023475145175227,-0.030483408958154858,0.992615012979267,294.4828358446608,202.35827526645025,37.08411341895107,242.81,271.66,275.53,,,1
2025-02-13,234.92,245.44,223.46,231.12,jitosol,-0.0186820652173913,-0.0188587793825316,252.166,247.51,248.978817259491,254.08639692300395,1.3053126519565335,,43.77618019321072,-1.9568440317544002,-1.3900396004754745,-2.032213004766813e-06,-4.400000000000006,-66.19,-22.44999999999999,-0.018682065217391353,-0.018858779382531658,-0.5668044312789258,293.00460951296145,202.01539048703856,36.76183549186817,235.52,242.81,271.66,,,1
2025-02-17,231.09,242.56,220.21,221.98,jitosol,-0.0395465559016962,-0.0403497684341464,250.73000000000002,246.2335,244.069941394129,252.82732253386655,1.2742999877530996,,41.45751341496329,-3.9964473813111567,-1.911321156642611,-2.629726773146047e-06,-9.140000000000015,-53.54999999999998,-14.360000000000014,-0.0395465559016962,-0.040349768434146484,-2.085126224668546,291.9512196609804,200.51578033901953,37.1336310136358,231.12,235.52,242.81,,,1
2025-02-21,221.86,223.42,190.47,207.69,jitosol,-0.0643751689341382,-0.0665407043657896,249.558,244.3980952380952,237.45540659519645,251.0572314541071,1.2632036811393172,,38.063023837718774,-6.688826673626977,-2.866822260039484,-3.693191988363782e-06,-14.289999999999992,-63.97000000000003,-11.719999999999999,-0.0643751689341382,-0.06654070436578968,-3.822004413587493,291.67594956244824,195.4530504375518,39.50612635457812,221.98,231.12,235.52,,,1
2025-02-25,207.88,212.88,166.16,166.3,jitosol,-0.1992873994896239,-0.2222531971591617,242.137,240.8481818181818,224.51805994152437,247.73341845590684,1.5394721433737548,,30.319464408021176,-12.023781085855887,-4.698214025202765,-1.1699434994902789e-05,-41.389999999999986,-76.50999999999999,-74.20999999999998,-0.19928739948962393,-0.22225319715916173,-7.325567060653122,294.68363887152316,181.60236112847682,47.48461123906491,207.69,221.98,231.12,,,1
2025-03-01,167.56,175.33,149.57,175.33,jitosol,0.0542994588093805,0.0528765262831549,232.52500000000003,237.9995652173913,215.57477631579266,244.89406871253794,1.372738012876988,,33.4981535607631,-15.34622364716509,-6.82781594959523,-1.6207423570599743e-05,9.030000000000001,-60.19,-96.11999999999998,0.054299458809380585,0.05287652628315494,-8.51840769756986,297.1170172315277,171.95398276847234,53.36634942814856,166.3,207.69,221.98,,,1
2025-03-05,174.9,210.82,156.6,171.71,jitosol,-0.020646780357041,-0.0208629051563257,219.965,235.23749999999998,207.59936244019397,242.02410523361488,1.164428745001743,,32.851170468742524,-18.06316612514621,-9.074885984705427,-1.8260366837366346e-05,-3.6200000000000045,-59.41,-125.6,-0.02064678035704104,-0.02086290515632577,-8.988280140440784,297.799143763793,162.90585623620706,58.55950663769046,175.33,166.3,207.69,,,1
2025-03-09,171.27,180.66,160.37,162.12,jitosol,-0.0558499796167958,-0.0574702055656035,208.62400000000002,232.31279999999998,199.33038745106776,238.89061091072801,1.1586833734397795,,31.13554211960472,-20.75099095974511,-11.410106979713365,-1.862210663534927e-05,-9.590000000000003,-59.859999999999985,-113.40999999999997,-0.05584997961679583,-0.05747020556560351,-9.340883980031744,300.1076341172048,152.99736588279512,64.93429480337215,171.71,175.33,166.3,,,1
2025-03-13,162.2,165.41,134.38,149.69,jitosol,-0.0766716012830003,-0.0797703128329635,196.427,229.13500000000002,190.3048624599645,235.3925477377583,1.1437443445363797,,29.020066728437783,-23.61192504998934,-13.85047059376856,-1.7856044550928827e-05,-12.430000000000007,-58.0,-121.97000000000003,-0.07667160128300032,-0.0797703128329635,-9.761454456220779,304.1742419883471,142.96375801165294,72.1077090190027,162.12,171.71,175.33,,,0
2025-03-17,149.76,161.83,143.63,149.65,jitosol,-0.0002672189190994,-0.0002672546284363,187.11100000000002,226.1911111111111,182.9130692854255,232.0300948852972,1.1374991219373944,,29.013235147001694,-25.587506744055446,-16.197877823825937,-1.6400427744525064e-05,-0.03999999999999204,-16.650000000000006,-93.16,-0.0002672189190994212,-0.0002672546284363988,-9.389628920229509,306.9077894688823,133.26621053111768,78.89679033189813,149.69,162.12,171.71,,,1
2025-03-21,149.53,161.3,144.77,151.52,jitosol,0.0124958235883729,0.0124183951390602,178.711,223.52428571428572,177.20523850625725,228.87283626234435,1.176148932366918,,29.84471084535602,-26.694557852009723,-18.297213829462695,-1.4530477514206434e-05,1.8700000000000045,-23.810000000000002,-84.0,0.012495823588372978,0.012418395139060281,-8.397344022547028,308.3631929803422,124.75880701965784,84.78183327592889,149.65,149.69,162.12,,,1
2025-03-25,151.58,172.27,148.74,167.39,jitosol,0.1047386483632522,0.0996087896767603,172.33800000000002,221.58862068965516,175.42064968693774,226.4617446442132,1.3800377273974993,,36.628695081535774,-25.991711194686076,-19.83611330250737,0.0010935491490166,15.869999999999976,-4.320000000000022,-63.73000000000002,0.1047386483632522,0.09960878967676032,-6.1555978921787045,304.7884627808951,119.71553721910493,87.19490302178077,151.52,149.65,149.69,,,1
2025-03-29,167.45,174.89,152.34,153.89,jitosol,-0.0806499790907461,-0.0840883576387682,165.529,219.332,171.5059861074945,223.6157938738519,1.4044662702916013,,33.64795182708043,-26.221769099122668,-21.113244461830433,-1.24670154575779e-05,-13.5,-8.230000000000018,-68.09,-0.08064997909074612,-0.0840883576387682,-5.108524637292234,303.3145575405614,112.94444245943863,91.46714669526558,167.39,151.52,149.65,,,0
2024-12-03,4.11,4.14,4.09,4.13,jlp,0.0048661800486617,0.0048543784647981,4.13,4.13,4.13,4.13,,,100.0,0.0,0.0,-5.283016790659507e-06,,,,,,0.0,4.13,4.13,0.0,,,,,,1
2024-12-07,4.12,4.22,3.97,4.2,jlp,0.016949152542373,0.0168071183163814,4.165,4.165,4.142727272727273,4.132745098039216,,,100.0,0.005584045584045683,0.0011168091168091367,-1.1121849190903496e-05,0.07000000000000028,,,0.016949152542373058,0.016807118316381407,0.004467236467236546,4.235,4.095,3.36134453781514,4.13,,,,,1
2024-12-11,4.2,4.21,4.12,4.19,jlp,-0.0023809523809523,-0.0023837913552762,4.173333333333333,4.173333333333333,4.151322314049587,4.134990388312188,,,86.66666666666696,0.009097653428137953,0.0027129779790749002,-1.4451830902439929e-05,-0.009999999999999787,,,-0.0023809523809523725,-0.0023837913552762504,0.006384675449063053,4.235157456636638,4.111509210030028,2.962817410701518,4.2,4.13,,,,1
2024-12-15,4.19,4.28,4.17,4.23,jlp,0.0095465393794749,0.0095012591241402,4.1875,4.1875,4.165627347858753,4.1387162554372,,,91.53094462540736,0.014937686315354526,0.005157919646330826,-1.591693432414762e-05,0.040000000000000036,,,0.009546539379474916,0.009501259124140215,0.0097797666690237,4.26012919523167,4.11487080476833,3.468857085691701,4.19,4.2,4.13,,,0
2024-12-19,4.24,4.3,4.18,4.21,jlp,-0.0047281323877069,-0.0047393453638966,4.192,4.192,4.173695102793525,4.141511696400447,,,76.502617801047,0.0177475390182682,0.007675843520718302,-1.2739674490431716e-06,-0.020000000000000462,,,-0.004728132387706974,-0.0047393453638966705,0.010071695497549897,4.259409198185411,4.124590801814589,3.21608769968563,4.23,4.19,4.2,,,0
